,chargedensityvoldens,HeatFusion wmean,numberDensity,IsFBlock wmean,GSvolume_p wmean,ICSDVolum wmean,energysStab,metalloid,Crystal System,AtomicNum Density,density
"mp-300026823, Cu3(P2O7)2, Li2Cu3(P2O7)2, mp-673105, mp-26823",0.9531330839789244,1.873650793650793,0.07962275428837054,0.0,3.9835071806476186,5.625873015873015,0.004569367261903601,0.0,1.0,12.333333333333336,3.3905686856810613
"mp-300026835, Bi5(PO4)6, Li3Bi5(PO4)6, mp-673116, mp-26835",1.2166183546565152,1.6385714285714286,0.06294391500679151,0.0,4.939918367344761,6.737904761904763,0.12771366866071346,0.0,2.0,19.914285714285715,4.822083508595783
"mp-300026875, CuPO4, LiCuPO4, mp-673017, mp-26467",0.8956068766933485,1.8344444444444443,0.07284826268400267,0.0,3.892235449733333,5.568888888888887,0.11710124583333315,0.0,1.0,12.666666666666664,3.195904875757596
"mp-300026897, Sn(PO3)3, LiSn(PO3)3, mp-673129, mp-26897",0.8039371466377979,1.6602564102564104,0.06447822873972997,0.0,4.690787545784617,6.16051282051282,0.05608546644230561,0.0,2.0,12.846153846153848,2.928951439825641
"mp-300026949, Sn2(PO3)5, LiSn2(PO3)5, mp-26950, mp-26949",0.8832494499848922,1.6712121212121211,0.06786536072717103,0.0,4.787821067818181,6.203787878787877,0.03638170931818241,0.0,1.0,13.409090909090908,3.2387979411740973
"mp-300027017, SnPO4, LiSnPO4, mp-27018, mp-27017",1.0040796893525317,1.4761111111111107,0.06398995719708886,0.0,5.1264021164,6.415555555555552,0.05552493479166731,0.0,3.0,16.166666666666668,3.784219086832093
"mp-300031519, CoP2O7, LiCoP2O7, mp-31529, mp-31519",0.9142937070612216,1.8273333333333333,0.0833626301485738,0.0,3.9706825396800007,5.687333333333332,0.0917835324375007,0.0,2.0,11.3,3.2236372726000897
"mp-300031537, CoPO4, LiCoPO4, mp-31532, mp-31537",0.958241013968962,1.9788888888888885,0.08004946012972178,0.0,3.8464021164,5.530555555555555,0.12720458916666644,0.0,2.0,12.333333333333336,3.4096334691817365
"mp-300031540, CoPO4, LiCoPO4, mp-31521, mp-31540",1.0838236806436063,1.9788888888888885,0.09054037475600987,0.0,3.8464021164,5.530555555555555,0.012862227499999436,0.0,3.0,12.333333333333336,3.8564843732871967
"mp-300031541, CoPO4, LiCoPO4, mp-704240, mp-31541",0.8247751124578191,1.9788888888888885,0.06889999647084354,0.0,3.8464021164,5.530555555555555,0.01792593833333278,0.0,5.0,12.333333333333336,2.934732271932788
"mp-300031553, CoPO4, LiCoPO4, mp-767450, mp-31553",0.7528577223654436,1.9788888888888885,0.0628921673684464,0.0,3.8464021164,5.530555555555555,0.003728149583333895,0.0,1.0,12.333333333333336,2.67883429146594
"mp-300031555, CoP2O7, LiCoP2O7, mp-540262, mp-31555",0.8350194003746382,1.8273333333333333,0.07613463037392833,0.0,3.9706825396800007,5.687333333333332,0.0944883934374996,0.0,2.0,11.3,2.9441301428662423
"mp-300031557, Co6P7O24, LiCo6P7O24, mp-705347, mp-31557",1.0375897924247064,2.092432432432432,0.08617451552684924,0.0,3.9457807807783785,5.552162162162162,0.013731050945946066,0.0,1.0,12.405405405405405,3.6911111124375533
"mp-300031568, Co3(P3O10)2, LiCo3(P3O10)2, mp-31597, mp-31568",0.7711873673301857,1.8878160919540228,0.0696135902014564,0.0,4.00294745484138,5.683908045977013,0.03164197911638045,0.0,3.0,11.413793103448276,2.721012671765568
"mp-300031571, CoP2O7, LiCoP2O7, mp-697814, mp-31571",0.7601210552594371,1.8273333333333333,0.0693056179960047,0.0,3.9706825396800007,5.687333333333332,0.10637127868749996,0.0,1.0,11.3,2.680051876654068
"mp-300031581, Co(PO3)4, LiCo(PO3)4, mp-585256, mp-31581",0.7854997354547038,1.8235294117647056,0.07518098234949827,0.0,4.113450046682353,5.792156862745098,0.06654185172794147,0.0,1.0,10.764705882352944,2.7525302399985665
"mp-300031583, Co(PO3)3, LiCo(PO3)3, mp-540491, mp-31583",0.8969121115032103,1.8923076923076925,0.08342474159805761,0.0,4.100018315015385,5.752051282051281,0.028101642307692742,0.0,3.0,11.076923076923077,3.152614014164102
"mp-300031585, CoPO4, LiCo2(PO4)2, mp-540093, mp-767242",0.7272217528958557,1.9788888888888885,0.06075059182948809,0.0,3.8464021164,5.530555555555555,0.011978999583332595,0.0,1.0,12.333333333333336,2.5876158419900768
"mp-300031592, Co3(PO4)4, Li3Co3(PO4)4, mp-31554, mp-31592",0.8419980482869626,1.8301449275362318,0.07417383983794212,0.0,3.8651587301565216,5.609855072463769,0.09260390078804193,0.0,1.0,11.695652173913045,2.9811342257284985
"mp-300031600, Co(PO3)4, LiCo(PO3)4, mp-31550, mp-31600",0.6706081564035746,1.8235294117647056,0.06418459191564432,0.0,4.113450046682353,5.792156862745098,0.05508601966911808,0.0,1.0,10.764705882352944,2.3499297916656934
"mp-300031604, CoP2O7, LiCoP2O7, mp-31589, mp-540352",0.7916585821604639,1.8273333333333333,0.07218111759809806,0.0,3.9706825396800007,5.687333333333332,0.06460839343750012,0.0,1.0,11.3,2.791247596824296
"mp-300031606, Co(PO3)4, LiCo(PO3)4, mp-540467, mp-31606",0.7974035991793667,1.8235294117647056,0.07632031331064322,0.0,4.113450046682353,5.792156862745098,0.09062553025735287,0.0,1.0,10.764705882352944,2.794243487496975
"mp-300031609, Co3(PO4)4, Li3Co3(PO4)4, mp-585416, mp-31609",0.9448999851828764,1.8301449275362318,0.08323874420661624,0.0,3.8651587301565216,5.609855072463769,0.17091717557065067,0.0,1.0,11.695652173913045,3.345463438365361
"mp-300031612, Co(PO3)4, LiCo(PO3)4, mp-540264, mp-31603",0.7106870929879299,1.8235294117647056,0.06802058789111187,0.0,4.113450046682353,5.792156862745098,0.06300933113970597,0.0,1.0,10.764705882352944,2.4903734862413023
"mp-300031614, Co3(PO4)4, Li3Co3(PO4)4, mp-31551, mp-31614",0.8383992428832091,1.8301449275362318,0.07385681153108438,0.0,3.8651587301565216,5.609855072463769,0.1302161666576067,0.0,1.0,11.695652173913045,2.9683924836511943
"mp-300031615, Co5(P3O11)2, Li4Co5(P3O11)2, mp-31617, mp-31615",0.9203091100242646,1.9907070707070704,0.07803104259380207,0.0,3.908650793648485,5.57030303030303,0.028397659090908082,0.0,1.0,12.151515151515152,3.2687698536081915
"mp-300031618, Co2P5O16, LiCo2P5O16, mp-31620, mp-31575",0.7584665166077132,1.8640579710144929,0.06993510755693075,0.0,4.043785369217392,5.7239130434782615,0.029261776929348393,0.0,1.0,11.173913043478262,2.6696037839698703
"mp-300031636, CrPO5, LiCrPO5, mp-540466, mp-31636",0.8619528717903661,1.935238095238095,0.07868982709252408,0.0,3.7754875283428575,5.60952380952381,0.0352669966071435,0.0,3.0,11.285714285714285,3.0420679704640503
"mp-300031641, Cr(PO3)3, LiCr(PO3)3, mp-31690, mp-31641",0.7815590302759517,2.015384615384616,0.07424208266581889,0.0,4.124249084246155,5.774871794871795,0.08753883538461428,0.0,2.0,10.846153846153848,2.739816098170892
"mp-300031642, CrP2O7, LiCrP2O7, mp-540267, mp-31642",0.8339012677341872,1.9873333333333327,0.07810630091343647,0.0,4.0021825396800015,5.7170000000000005,0.09047140281249888,0.0,2.0,11.0,2.930401627758956
"mp-300031643, CrP2O7, LiCrP2O7, mp-540291, mp-31643",0.7975577535123841,1.9873333333333327,0.07470223190923299,0.0,4.0021825396800015,5.7170000000000005,0.02655442131249864,0.0,1.0,11.0,2.802687355872272
"mp-300031644, Cr3(PO4)4, Li3Cr3(PO4)4, mp-705409, mp-31644",0.8462397679286137,2.0388405797101448,0.07712799469285472,0.0,3.906245686678261,5.6485507246376825,0.13093826370470918,0.0,2.0,11.304347826086955,2.98397888151544
"mp-300031647, CrPO4, LiCrPO4, mp-31645, mp-31647",0.9495289300997282,2.245555555555556,0.08267329066569126,0.0,3.8989021164,5.579999999999999,0.11537221750000093,0.0,3.0,11.833333333333336,3.3626698320372683
"mp-300031648, CrP2O7, LiCrP2O7, mp-540430, mp-31648",0.8912053392840273,1.9873333333333327,0.08347361384269751,0.0,4.0021825396800015,5.7170000000000005,0.10939810306249953,0.0,1.0,11.0,3.1317731222563023
"mp-300031649, CrP2O7, LiCrP2O7, mp-31632, mp-31649",0.9246649811549008,1.9873333333333327,0.08660756861353415,0.0,4.0021825396800015,5.7170000000000005,0.061026818312499564,0.0,1.0,11.0,3.2493532157235485
"mp-300031654, Cr3(PO4)4, Li3Cr3(PO4)4, mp-31744, mp-31654",0.8433127785838013,2.0388405797101448,0.07686122299621688,0.0,3.906245686678261,5.6485507246376825,0.1230806555163042,0.0,1.0,11.304347826086955,2.9736578416372046
"mp-300031657, CrP2O7, LiCrP2O7, mp-540326, mp-31657",0.8695876028814291,1.9873333333333327,0.08144881607603084,0.0,4.0021825396800015,5.7170000000000005,0.04995913081249982,0.0,1.0,11.0,3.055806515184504
"mp-300031660, CrP2O7, LiCrP2O7, mp-31692, mp-31660",0.8513910720754254,1.9873333333333327,0.07974446117730755,0.0,4.0021825396800015,5.7170000000000005,0.10274444006249883,0.0,1.0,11.0,2.991862322320564
"mp-300031661, Cr2P3O11, LiCr2P3O11, mp-31719, mp-31661",0.8743502375857004,2.084166666666667,0.079632612078213,0.0,3.96345238095,5.665625,0.01323724113281166,0.0,1.0,11.3125,3.0819134718396763
"mp-300031664, CrPO4, LiCrPO4, mp-18906, mp-31664",1.0560876550441551,2.245555555555556,0.09195111271095616,0.0,3.8989021164,5.579999999999999,0.0183961066666658,0.0,3.0,11.833333333333336,3.740037807200856
"mp-300031670, CrP2O7, LiCrP2O7, mp-31656, mp-31670",0.8846041805788206,1.9873333333333327,0.08285532471404904,0.0,4.0021825396800015,5.7170000000000005,0.04692335831249928,0.0,2.0,11.0,3.108576076079129
"mp-300031702, Cr(PO3)4, LiCr(PO3)4, mp-31734, mp-31702",0.7964920587235866,1.9176470588235293,0.07750361998952496,0.0,4.131979458447058,5.809607843137255,0.08066444834558606,0.0,1.0,10.588235294117649,2.7850497935042484
"mp-300031706, Cr2(PO4)3, LiCr2(PO4)3, mp-540211, mp-31652",0.8062649734023498,1.9658823529411764,0.07471865260393677,0.0,3.9088375350117652,5.672745098039215,0.05022661275735185,0.0,1.0,11.117647058823529,2.8384034924793315
"mp-300031709, Cr9(PO4)8, Li6Cr9(PO4)8, mp-31678, mp-31709",0.9185310411726716,2.3425850340136054,0.07833075855120097,0.0,3.895455134432653,5.547823129251701,0.08703918831632684,0.0,2.0,12.081632653061225,3.2590440457996
"mp-300031712, Cr(PO3)3, LiCr(PO3)3, mp-764853, mp-31712",0.8825271863069201,2.015384615384616,0.08383327910304737,0.0,4.124249084246155,5.774871794871795,0.03577350615384488,0.0,3.0,10.846153846153848,3.0937678389608405
"mp-300031714, Cr(PO3)4, LiCr(PO3)4, mp-704231, mp-31714",0.7174782469275285,1.9176470588235293,0.06981508577716973,0.0,4.131979458447058,5.809607843137255,0.05949992952205641,0.0,3.0,10.588235294117649,2.5087665615292205
"mp-300031728, CrPO4, LiCrPO4, mp-31707, mp-31728",1.0606106692967578,2.245555555555556,0.09234492111440444,0.0,3.8989021164,5.579999999999999,0.11349683895833353,0.0,3.0,11.833333333333336,3.756055648358687
"mp-300031730, Cr2P5O16, LiCr2P5O16, mp-31653, mp-31731",0.7478552076289994,2.003188405797101,0.07060504888579046,0.0,4.071176673565216,5.749710144927536,0.012138292201084866,0.0,1.0,10.91304347826087,2.6244535334550183
"mp-300031743, Cr(PO3)4, LiCr(PO3)4, mp-31745, mp-31743",0.642632557192035,1.9176470588235293,0.0625321357068205,0.0,4.131979458447058,5.809607843137255,0.056485579816173186,0.0,1.0,10.588235294117649,2.2470577717685707
"mp-300031768, Fe5O8, LiFe5O8, mp-543082, mp-31768",1.2606279317266833,2.7234615384615397,0.08703474661297493,0.0,4.865,7.606923076923077,0.4401400959134625,0.0,7.0,14.923076923076925,4.527179238088165
"mp-300031773, Fe2(MoO4)3, Li2Fe2(MoO4)3, mp-31766, mp-31773",0.893058649266645,2.798039215686275,0.057087688794770976,0.0,3.486078431372549,5.46372549019608,0.0,0.0,3.0,16.11764705882353,3.2983702425945447
"mp-300031777, FePO4, LiFePO4, mp-540341, mp-31777",0.9298084085083144,1.8461111111111108,0.07873829039133083,0.0,3.873346560844445,5.567222222222222,0.14355997013888988,0.0,5.0,12.166666666666664,3.2864895100819616
"mp-300031784, Fe(PO3)4, LiFe(PO3)4, mp-585418, mp-31784",0.6667941360989194,1.7766666666666666,0.06417020499278298,0.0,4.122959850603922,5.805098039215686,0.05483132339460717,0.0,1.0,10.705882352941176,2.3300460466034885
"mp-300031785, FeP2O7, LiFeP2O7, mp-31793, mp-31785",0.8927300652981416,1.7476666666666667,0.08212327491131614,0.0,3.9868492063466654,5.7093333333333325,0.0774690042291688,0.0,1.0,11.2,3.1335979669279337
"mp-300031797, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31810, mp-31797",0.8295568994860744,1.726231884057971,0.07390205252345956,0.0,3.886245686678261,5.638550724637681,0.16028023982789996,0.0,1.0,11.565217391304348,2.920779283413436
"mp-300031800, Fe2P3O10, LiFe2P3O10, mp-540498, mp-31800",0.9547490906928132,1.8986666666666665,0.08336262227880474,0.0,4.004904761902221,5.647333333333332,0.037669660166667285,0.0,1.0,11.8,3.364744783560132
"mp-300031806, Fe3(P3O10)2, LiFe3(P3O10)2, mp-31877, mp-31806",0.7374411631064108,1.8054022988505745,0.0671762337375038,0.0,4.019671592772413,5.706666666666668,0.020511114245690187,0.0,3.0,11.310344827586205,2.590106493532811
"mp-300031808, Fe(PO3)4, LiFe(PO3)4, mp-540197, mp-31808",0.7669340925710627,1.7766666666666666,0.07380736463006039,0.0,4.122959850603922,5.805098039215686,0.05886628574755015,0.0,2.0,10.705882352941176,2.679975203224546
"mp-300031812, Fe5(P3O11)2, Li4Fe5(P3O11)2, mp-31872, mp-31812",0.876505372460689,1.87,0.07525536347930173,0.0,3.9331457431434345,5.603636363636364,0.0326334238636381,0.0,1.0,12.0,3.0940229832103783
"mp-300031824, Fe(PO3)4, LiFe(PO3)4, mp-540072, mp-31824",0.7563750678357829,1.7766666666666666,0.07279119675289382,0.0,4.122959850603922,5.805098039215686,0.053794041335785366,0.0,2.0,10.705882352941176,2.643077737412434
"mp-300031828, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31829, mp-31828",0.7405022087457679,1.726231884057971,0.06596851060894132,0.0,3.886245686678261,5.638550724637681,0.10915563613224677,0.0,2.0,11.565217391304348,2.6072274390900154
"mp-300031830, FeP2O7, LiFeP2O7, mp-540321, mp-31830",0.8140964272102433,1.7476666666666667,0.0748896752724233,0.0,3.9868492063466654,5.7093333333333325,0.09476677122916756,0.0,2.0,11.2,2.8575837292287773
"mp-300031833, Fe3(P2O7)2, Li2Fe3(P2O7)2, mp-540486, mp-31833",0.9483111397216608,1.8836507936507936,0.08207185690757482,0.0,3.967316704457143,5.624444444444443,0.039900148928571084,0.0,1.0,11.904761904761903,3.344927272293364
"mp-300031837, FeP2O7, LiFeP2O7, mp-540440, mp-31837",0.8020966205421488,1.7476666666666667,0.07378579912867825,0.0,3.9868492063466654,5.7093333333333325,0.0965707382291674,0.0,1.0,11.2,2.8154628561448045
"mp-300031842, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31896, mp-31842",0.8261115407439185,1.726231884057971,0.07359511868578948,0.0,3.886245686678261,5.638550724637681,0.12325322461050806,0.0,1.0,11.565217391304348,2.908648551399453
"mp-300031847, Fe9(PO4)8, Li6Fe9(PO4)8, mp-704206, mp-31847",0.9212103757302303,1.9023809523809525,0.07624110589333832,0.0,3.8672918691265306,5.53374149659864,0.07773833173469136,0.0,2.0,12.448979591836734,3.2616012134843797
"mp-300031849, FeP2O7, LiFeP2O7, mp-540342, mp-31849",0.8381216180109987,1.7476666666666667,0.07709978046056698,0.0,3.9868492063466654,5.7093333333333325,0.09383840447916823,0.0,1.0,11.2,2.9419152556047368
"mp-300031850, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31818, mp-31850",0.8148612975772491,1.726231884057971,0.07259287753521865,0.0,3.886245686678261,5.638550724637681,0.08527841721920293,0.0,1.0,11.565217391304348,2.8690376733572966
"mp-300031853, FeP2O7, LiFeP2O7, mp-690058, mp-31853",0.8529357625551351,1.7476666666666667,0.07846255081217128,0.0,3.9868492063466654,5.7093333333333325,0.10822353472916736,0.0,1.0,11.2,2.993914818551884
"mp-300031854, FeP2O7, LiFeP2O7, mp-540388, mp-31854",0.8232864300254149,1.7476666666666667,0.07573507429835849,0.0,3.9868492063466654,5.7093333333333325,0.06658706422916794,0.0,1.0,11.2,2.889841827457009
"mp-300031869, Fe(PO3)4, LiFe(PO3)4, mp-540077, mp-31869",0.6845999184600138,1.7766666666666666,0.06588377840669013,0.0,4.122959850603922,5.805098039215686,0.053574157512255034,0.0,3.0,10.705882352941176,2.3922665889733965
"mp-300031922, MnPO4, LiMnPO4, mp-777460, mp-31922",1.013394829167258,1.7961111111111108,0.08700847549048794,0.0,3.8598791278944447,5.590555555555555,0.0,0.0,3.0,12.0,3.60984250628573
"mp-300031923, MnPO4, LiMnPO4, mp-31942, mp-31923",0.9616633179982408,1.7961111111111108,0.08256688984974211,0.0,3.8598791278944447,5.590555555555555,0.04887545041666641,0.0,3.0,12.0,3.425568220925733
"mp-300031924, MnP2O7, LiMnP2O7, mp-540152, mp-31924",0.9172391802518948,1.717666666666667,0.08513805807682047,0.0,3.9787687465766672,5.723333333333333,0.029005286249998537,0.0,1.0,11.1,3.2358117068100927
"mp-300031926, MnP2O7, LiMnP2O7, mp-697788, mp-31926",0.805481073790078,1.717666666666667,0.07476468070333253,0.0,3.9787687465766672,5.723333333333333,0.1180495322499988,0.0,1.0,11.1,2.8415544650721567
"mp-300031928, MnP2O7, LiMnP2O7, mp-31935, mp-31928",0.9693943055544187,1.717666666666667,0.08997909210874082,0.0,3.9787687465766672,5.723333333333333,0.05086988899999857,0.0,1.0,11.1,3.419803154905133
"mp-300031931, Mn4(PO4)3, LiMn4(PO4)3, mp-705354, mp-31931",0.8783283090756122,1.9280701754385967,0.07134401729547442,0.0,3.840720335319298,5.510350877192981,0.057187924342104075,0.0,1.0,12.68421052631579,3.1467141595453234
"mp-300031937, Mn(PO3)4, LiMn(PO3)4, mp-32028, mp-31937",0.7090515933768758,1.7590196078431373,0.0686139315858144,0.0,4.11820663897451,5.813333333333333,0.03709266422794055,0.0,1.0,10.647058823529411,2.4853210283219904
"mp-300031939, MnPO4, LiMnPO4, mp-31927, mp-31939",1.0255341763982588,1.7961111111111108,0.08805074062310853,0.0,3.8598791278944447,5.590555555555555,0.011823696249999571,0.0,3.0,12.0,3.6530844198733874
"mp-300031940, MnPO4, LiMnPO4, mp-31930, mp-31940",0.9234934517148026,1.7961111111111108,0.07928968556626774,0.0,3.8598791278944447,5.590555555555555,0.15099251486111245,0.0,1.0,12.0,3.2896022560288904
"mp-300031946, MnPO4, LiMnPO4, mp-540022, mp-31946",0.902866669473059,1.7961111111111108,0.0775187027020635,0.0,3.8598791278944447,5.590555555555555,0.01962527041666817,0.0,2.0,12.0,3.216127009105307
"mp-300031950, Mn(PO3)4, LiMn(PO3)4, mp-32003, mp-31950",0.7169756284673046,1.7590196078431373,0.06938072938537775,0.0,4.11820663897451,5.813333333333333,0.04904708511029465,0.0,1.0,10.647058823529411,2.5130958351532002
"mp-300031953, MnP2O7, LiMnP2O7, mp-585266, mp-31971",0.7704924824430704,1.717666666666667,0.07151704280662867,0.0,3.9787687465766672,5.723333333333333,0.06227941899999845,0.0,2.0,11.1,2.7181226536940746
"mp-300031955, Mn(PO3)3, LiMn(PO3)3, mp-704236, mp-31955",0.7877010469994719,1.8079487179487181,0.07429858657408336,0.0,4.106238474166667,5.779743589743589,0.06875910499999982,0.0,2.0,10.923076923076923,2.769821654757889
"mp-300031962, Mn9(PO4)8, Li6Mn9(PO4)8, mp-704227, mp-31962",0.9014846078133004,1.8472789115646249,0.07572583053713464,0.0,3.85245020832449,5.5594557823129245,0.041629715918366735,0.0,2.0,12.265306122448981,3.2186105224872583
"mp-300031970, MnPO4, LiMnPO4, mp-540146, mp-31970",0.8142171443167036,1.7961111111111108,0.069907394833887,0.0,3.8598791278944447,5.590555555555555,0.08090389666666553,0.0,1.0,12.0,2.9003460174710582
"mp-300031979, Mn(PO3)4, LiMn(PO3)4, mp-763791, mp-31980",0.7890309501384559,1.7590196078431373,0.07635342214528301,0.0,4.11820663897451,5.813333333333333,0.06943005187499995,0.0,1.0,10.647058823529411,2.7656594113789312
"mp-300031985, Mn3(P2O7)2, Li2Mn3(P2O7)2, mp-694554, mp-31985",0.9032576349601046,1.8407936507936504,0.079122154395537,0.0,3.9557731905,5.644444444444442,0.018464010357140737,0.0,1.0,11.761904761904766,3.2076860053727883
"mp-300031986, Mn2P5O16, LiMn2P5O16, mp-32037, mp-31992",0.7609839384661078,1.7686956521739132,0.07127659207141543,0.0,4.050816853475362,5.755217391304347,0.005498609673913357,0.0,1.0,11.0,2.6796937852884573
"mp-300031994, MnPO4, LiMn2(PO4)2, mp-697761, mp-850112",0.9521303212295906,1.7961111111111108,0.08174840184109737,0.0,3.8598791278944447,5.590555555555555,0.1294721816666673,0.0,1.0,12.0,3.39161046235296
"mp-300032001, Mn2P3O10, LiMn2P3O10, mp-697794, mp-32001",0.6948889639208715,1.858666666666667,0.06136669666428325,0.0,3.9941308155422224,5.666,0.07829232033333255,0.0,1.0,11.666666666666664,2.4646059987496955
"mp-300032005, Mn2P3O10, LiMn2P3O10, mp-31981, mp-32005",0.9138618119489372,1.858666666666667,0.08070452046109731,0.0,3.9941308155422224,5.666,0.027128926999999692,0.0,1.0,11.666666666666664,3.2412506467926767
"mp-300032017, Mn3(PO4)4, Li3Mn3(PO4)4, mp-704991, mp-32017",0.7914518402131012,1.6871014492753622,0.07131168561117174,0.0,3.8757059565434777,5.656811594202899,0.11994543168478168,0.0,1.0,11.434782608695652,2.8043936060028
"mp-300032021, Mn4(PO4)3, LiMn4(PO4)3, mp-32010, mp-32021",1.0022932836889078,1.9280701754385967,0.08141332646091842,0.0,3.840720335319298,5.510350877192981,0.01821551355263118,0.0,2.0,12.68421052631579,3.590833217160433
"mp-300032022, MnP2O7, LiMnP2O7, mp-540338, mp-32022",0.799001464301179,1.717666666666667,0.07416324393432154,0.0,3.9787687465766672,5.723333333333333,0.033883925249999614,0.0,1.0,11.1,2.8186958730155283
"mp-300032042, MoP2O7, LiMoP2O7, mp-32085, mp-32042",0.8440790113109781,2.536666666666666,0.06794183198693061,0.0,4.152182539679999,5.836333333333332,0.004006968500000596,0.0,1.0,12.8,3.0448251829254085
