,ShannonRadii,AtomicVolum wmean,density,HeatFusion wmean,metalloid,VegardVolume,BulkModulus wstd,NfValenc wstd,energysStab,SpaceGroupNumber wstd,q6,HeatCapacityMass wstd,n_ws^third wmean,sq_pyr
"mp-300756781, Sr3Nb4O13, Sr3Li2Nb4O13, mp-756435, mp-756781",0.471972397,4032.275685,4.788335103,2.419166667,0,16.8379121,16.02775371,0,0.098098278,15.8556159,0.357053176,0.257992407,0.151333333,0.946076381
"mp-300756861, La4Ti3O12, LiLa4Ti3O12, mp-770474, mp-756861",0.450161206,3917.708729,5.831457032,1.226140351,0,0.847854019,7.211529362,0,0.09349051,13.91288908,0.31307897,0.2447303,0.162807018,0.612652701
"mp-300757073, Ba4Y2Cu5O14, Ba4LiY2Cu5O14, mp-772817, mp-757073",0.438765302,2606.758136,5.831854283,1.2234,0,1.222373132,11.48798538,0,0.065070491,15.45764212,0.30529001,0.204332739,0.1301,0.662890868
"mp-300757100, CoS2, Li3(CoS2)4, mvc-11233, mp-767412",0.317668858,10.88815871,3.225853019,3.273666667,0,5.172671768,27.43333333,0,0.117799838,9,0.307877585,0.165833333,0.291666667,0.397102247
"mp-300757419, Ti(SiO3)2, LiTi(SiO3)2, mp-766596, mp-757419",0.539611209,4133.735262,3.08284216,4.292222222,1,0.815319064,9.08729196,0,0.046678595,17.70075909,0.31719438,0.240966595,0.167407407,0.532608141
"mp-300757434, Si6Bi9O26, LiSi6Bi9O26, mp-766877, mp-757434",0.542958957,3933.630697,7.026194148,3.308406504,1,0.939052289,5.979242301,1.448706576,0.066263371,13.40016959,0.27713412,0.245597146,0.15804878,0.522913807
"mp-300757464, Nb(PO3)4, LiNb(PO3)4, mp-757155, mp-757464",0.579966256,4377.200483,2.88004415,2.094117647,0,0.972579154,4.237835113,0,0.043925886,5.354126135,0.271118714,0.267795565,0.161568627,0.378574405
"mp-300757532, SnP2O7, LiSnP2O7, mvc-1016, mp-757532",0.587344731,4340.959173,3.457885971,1.525666667,0,0.858296905,2.39072281,0,0.168669348,5.619213073,0.253470353,0.266747625,0.151333333,0.247293197
"mp-300757663, Sn(PO3)4, LiSn(PO3)4, mp-757156, mp-757663",0.566582237,4377.37626,3.168013738,1.646078431,0,0.974095981,1.453627686,0,0.031422846,3.730337404,0.267344473,0.268536497,0.15372549,0.452565965
"mp-300757673, TiP2O7, LiTiP2O7, mvc-1011, mp-757673",0.575897647,4340.648158,2.72589132,1.759,0,0.856587029,4.752543179,0,0.135838803,7.788880964,0.249807635,0.25766978,0.160666667,0.199476622
"mp-300757777, SiBi3O7, LiSiBi3O7, mp-753860, mp-757777",0.510252866,3947.631725,8.05103601,2.577818182,1,0.963513511,4.143655466,1.79990817,0.088814572,7.375162447,0.29350899,0.252613723,0.150909091,0.516079169
"mp-300757800, CuCO3, LiCu3(CO3)3, mp-758727, mp-758505",0.607046039,3719.816435,3.288400896,8.777333333,0,0.963852175,11.951383,0,0.132023628,16.55240835,0.239771056,0.209752892,0.216,0.44520119
"mp-300757806, Sn(PO3)4, LiSn(PO3)4, mp-757131, mp-757806",0.556340732,4377.37626,3.242872759,1.646078431,0,0.96786877,1.453627686,0,0.025050905,3.730337404,0.303886476,0.268536497,0.15372549,0.475073351
"mp-300757884, Sn3(P2O7)2, Li2Sn3(P2O7)2, mvc-560, mp-757884",0.652801468,4134.674876,3.428656002,1.566507937,0,0.862133746,3.517655143,0,0.031050196,8.137920469,0.234157633,0.250692888,0.163809524,0.302008324
"mp-300758218, TiP2O7, LiTiP2O7, mp-761010, mp-758218",0.556612573,4340.648158,2.706348232,1.759,0,0.847755209,4.752543179,0,0,7.788880964,0.255998093,0.25766978,0.160666667,0.298220326
"mp-300758259, Ti3Cu3(TeO8)2, Li4Ti3Cu3(TeO8)2, mp-760579, mp-758259",0.309991426,3100.327779,4.866669509,1.2659375,1,0.969214859,6.865523772,0,0.09165692,8.212053673,0.293304581,0.246790667,0.0934375,0.800464586
"mp-300758997, CuCO3, LiCu3(CO3)3, mp-760536, mp-758450",0.603552405,3719.816435,3.317637067,8.777333333,0,0.999222577,11.951383,0,0.13777366,16.55240835,0.291556846,0.209752892,0.216,0.255433036
"mp-300759185, Sb(PO3)4, LiSb(PO3)4, mvc-1868, mp-759185",0.595893867,4377.439488,2.954785269,1.893921569,1,0.973767015,1.193343063,0,0.034069102,4.110357694,0.261914652,0.268927299,0.154117647,0.389401873
"mp-300759534, Bi2(SO4)3, LiBi2(SO4)3, mp-768482, mp-759534",0.633299072,4377.624168,3.927703652,0.588529412,0,1.13343388,1.504934853,0.776430975,0.010661734,4.529029778,0.271408233,0.276351002,0.045490196,0.346651489
"mp-300759673, BiP2O7, LiBiP2O7, mp-766118, mp-759673",0.582634114,4341.243062,4.221623488,1.657533333,0,0.847213687,1.302134999,0.659966329,0.05813045,3.597530017,0.291806529,0.27005764,0.148666667,0.344925463
"mp-300760014, SbF4, LiSbF4, mp-556425, mp-760014",0.656375488,7443.662569,3.945458866,2.081,1,0.8301945,4.2,0,0,10.6,0.27746151,0.3089,0.126,0.358032181
"mp-300760419, BiF5, LiBiF5, mp-27743, mp-752483",0.65040797,7753.627191,4.846228347,1.03175,0,1.054492305,2.583333333,1.166666667,0,5.25,0.388957898,0.333166667,0.096666667,1.453173868
"mp-300760468, Si2BiO6, LiSi2BiO6, mvc-4930, mp-760468",0.571871421,4134.396267,4.751953906,4.179481481,1,0.897912581,9.765564763,0.733295921,0.109708126,21.75080214,0.307359187,0.254946284,0.154074074,0.672609902
"mp-300761021, Cu(TeO3)4, Li3Cu(TeO3)4, mp-756573, mp-761021",-0.177014958,4377.529857,5.95875072,1.681568627,1,2.162245969,6.249951941,0,0.084414768,11.90352737,0.3038947,0.289107892,0.028823529,0.875645955
"mp-300761135, Sb2(PO4)3, Li3Sb2(PO4)3, mp-772303, mp-761135",0.573610064,4377.478259,3.656710328,1.918431373,1,1.289353936,2.032606182,0,0.019904202,7.859394915,0.256881406,0.27157573,0.146470588,0.206456056
"mp-300761144, Na3SbP2O9, Na3LiSbP2O9, mp-560642, mp-761144",0.550547684,2792.245153,3.143051883,1.110833333,1,0.808458149,0.992811664,0,0,17.58783513,0.233166222,0.203797074,0.117,0.40711918
"mp-300761164, NbF5, LiNbF5, mp-18687, mp-761164",0.790043811,7752.170414,3.144872288,2.60625,0,0.901275119,14.16666667,0,0,12.83333333,0.333135143,0.32125,0.136666667,0.717180644
"mp-300761289, CrSn(PO4)2, Li2CrSn(PO4)2, mp-772477, mp-761289",0.557436852,3100.68886,3.815748993,1.395625,0,0.842311926,5.111262075,0,0.054780374,6.760922233,0.255659034,0.241932573,0.130625,0.516383769
"mp-300761298, VPO4, LiVPO4, mp-767632, mp-761298",0.516181638,4133.935983,3.517096512,2.273333333,0,0.846325504,12.16171893,0,0.004248937,16.33049862,0.295887181,0.239838539,0.182777778,0.414361049
"mp-300761344, VP2O7, LiVP2O7, mp-705024, mp-705056",0.585371492,4340.521777,2.696785712,2.004,0,0.942370595,7.0811173,0,0.067972899,9.312476696,0.266452881,0.258716735,0.164666667,0.239573156
"mp-300761372, Cr3Ni(PO4)4, Li4Cr3Ni(PO4)4, mp-775135, mp-761372",0.492209136,3100.366992,3.601848391,1.6475,0,0.848232859,7.818247886,0,0.047564005,10.42470523,0.280081405,0.239003972,0.141041667,0.71812587
"mp-300761381, Mn5(Si2O7)2, Li2Mn5(Si2O7)2, mp-767346, mp-761381",0.583428563,3774.375208,3.353666833,3.890869565,1,0.971333933,10.84538373,0,0.078318657,17.26900233,0.258789472,0.209836893,0.203623188,0.31680931
"mp-300761392, CrPO4, LiCrPO4, mp-764345, mp-761392",0.473775238,4133.838651,3.687241979,2.245555556,0,0.847961594,12.16171893,0,0.023018176,16.33049862,0.304409331,0.241634979,0.187777778,0.396302327
"mp-300761398, CrPO4, LiCrPO4, mp-850489, mp-761398",0.538166266,4133.838651,3.185139661,2.245555556,0,0.819728766,12.16171893,0,0.06719267,16.33049862,0.244837312,0.241634979,0.187777778,0.394660091
"mp-300761403, VNi3(PO4)4, Li4VNi3(PO4)4, mp-775192, mp-761403",0.508365568,3100.361249,3.636587953,1.579375,0,0.847725227,8.857278865,0,0.084521228,10.21237165,0.271826881,0.238738918,0.140520833,0.593182557
"mp-300761410, MnV3(PO4)4, Li4MnV3(PO4)4, mp-775134, mp-761410",0.540954104,3100.434985,3.317730393,1.615520833,0,0.845217475,7.87962827,0,0.031291919,10.44334085,0.271686866,0.237956091,0.136770833,0.497496045
"mp-300761418, Mn3V(PO4)4, Li4Mn3V(PO4)4, mp-771799, mp-761418",0.528204888,3100.400981,3.371690798,1.4365625,0,0.845055776,5.803943822,0,0.030362069,9.806504715,0.246476413,0.238065103,0.136145833,0.521781379
"mp-300761451, CrPO5, Li2CrPO5, mp-772685, mp-761451",0.505351683,4428.632995,3.047156724,1.935238095,0,0.937939179,10.42433051,0,0.087666208,13.7563838,0.246026513,0.268743283,0.160952381,0.18401741
"mp-300761455, Co3Sn(PO4)4, Li4Co3Sn(PO4)4, mp-775131, mp-761455",0.530204722,3100.499641,3.851513558,1.389895833,0,0.845287291,9.172796246,0,0.044625081,8.901241282,0.26761627,0.241313219,0.136354167,0.615676027
"mp-300761456, FeP2O7, LiFeP2O7, mp-767783, mp-767795",0.589246381,4340.452859,2.705926101,1.747666667,0,0.857355566,7.548951362,0,0.047855773,9.312476696,0.260236227,0.259920915,0.169,0.287383019
"mp-300761461, FePO4, LiFePO4, mp-765982, mp-761461",0.675760849,4133.82112,2.389475183,1.846111111,0,0.83071817,12.94599418,0,0.01993148,16.33049862,0.240510812,0.241634979,0.19,0.171204771
"mp-300761467, FePO4, LiFePO4, mp-19109, mp-761467",0.623053259,4133.82112,2.777902913,1.846111111,0,0.975814959,12.94599418,0,0.003841773,16.33049862,0.25039606,0.241634979,0.19,0.119336396
"mp-300761469, FePO4, LiFePO4, mp-540320, mp-761469",0.653095848,4133.82112,2.556504538,1.846111111,0,0.872300853,12.94599418,0,0.004382343,16.33049862,0.255234638,0.241634979,0.19,0.054585817
"mp-300761486, FePO4, LiFePO4, mp-764338, mp-761486",0.666770775,4133.82112,2.455727387,1.846111111,0,1.188350818,12.94599418,0,0.001876687,16.33049862,0.222830214,0.241634979,0.19,0.01101778
"mp-300761511, VFe3(PO4)6, Li6VFe3(PO4)6, mp-775598, mp-761511",0.576489257,3282.582307,2.756817686,1.319485294,0,1.1896812,5.78283464,0,0.065932746,7.171798141,0.223022465,0.257224955,0.123897059,0.144636381
"mp-300761527, MnPO4, LiMnPO4, mp-767212, mp-761527",0.637897005,4133.845305,2.634453057,1.796111111,0,1.119886476,9.027051253,0,0.09386561,15.4062277,0.219183525,0.240285054,0.181111111,0.265162069
"mp-300761533, Cr3Ni(PO4)6, Li6Cr3Ni(PO4)6, mp-774406, mp-761533",0.561695401,3282.567918,2.811430353,1.448529412,0,1.191490898,5.411025365,0,0.085776104,7.181019532,0.22831994,0.257476367,0.123823529,0.151988668
"mp-300761565, Mn3Cu(PO4)4, Li4Mn3Cu(PO4)4, mp-772001, mp-761565",0.519475757,3100.379992,3.486454012,1.354270833,0,0.845461629,5.78671851,0,0.013380635,9.81402589,0.233111744,0.238911617,0.134375,0.561735377
"mp-300761576, MnV2(PO4)3, Li2MnV2(PO4)3, mp-775212, mp-761576",0.557032085,3100.429318,3.218434523,1.585694444,0,1.151030363,6.91419802,0,0.005245353,9.106229637,0.250964788,0.237736773,0.136666667,0.053825658
"mp-300761586, Mn3Fe3(TeO8)2, Li4Mn3Fe3(TeO8)2, mp-775968, mp-761586",0.236195846,3100.156648,4.83934887,1.23375,1,0.963845361,8.244316224,0,0.066641919,8.940413278,0.290110439,0.246408309,0.105625,0.849010994
"mp-300761603, V(SiO3)2, LiV(SiO3)2, mp-767338, mp-761603",0.555931402,4133.594839,3.012613218,4.564444444,1,0.981144575,9.601097331,0,0.098219761,17.41914498,0.268132609,0.242143044,0.171851852,0.365044004
"mp-300761619, Mn(SiO3)2, LiMn(SiO3)2, mvc-7256, mp-761619",0.595286441,4133.534387,2.750692169,4.246296296,1,0.813110235,9.13246519,0,0.209505451,17.49458078,0.27184618,0.24248067,0.170740741,0.209518876
"mp-300761634, MnCr(PO4)2, Li2MnCr(PO4)2, mp-775016, mp-761634",0.498638306,3100.381484,3.502162818,1.515625,0,0.847034133,5.540726737,0,0.02485021,7.709234182,0.259678931,0.238163536,0.138333333,0.721022307
"mp-300761650, Fe(CoO3)2, Li2Fe(CoO3)2, mp-765838, mp-761650",0.458489332,4132.850077,4.31743105,1.76037037,0,0.985296584,16.33832963,0,0.117471815,14.33414679,0.346309963,0.255312515,0.195185185,0.842485587
"mp-300761661, Mn3Cu3(TeO8)2, Li4Mn3Cu3(TeO8)2, mp-763570, mp-761661",0.304315043,3100.158291,5.154029459,1.2271875,1,0.964631694,7.091753574,0,0.041973144,8.808953187,0.304133853,0.247486137,0.09625,0.869729413
"mp-300761664, CoP2O7, LiCoP2O7, mp-767446, mp-767819",0.575120363,4340.426809,2.822076987,1.827333333,0,0.853798,8.017203724,0,0.068867356,7.788880964,0.258839751,0.260768646,0.168333333,0.287758005
"mp-300761673, Mn3Ni(PO4)4, Li4Mn3Ni(PO4)4, mp-771982, mp-761673",0.505464298,3100.370735,3.563402718,1.3946875,0,0.846818043,5.843443619,0,0.025905386,9.81402589,0.253736841,0.23842994,0.137291667,0.755289377
"mp-300761674, Co3SbO8, Li2Co3SbO8, mp-761540, mp-761674",0.39652176,4133.354343,5.572425733,1.948611111,1,0.974977193,20.43825389,0,0.05720261,17.87628956,0.335291917,0.26209988,0.180833333,0.920389954
"mp-300761677, CoPO4, LiCoPO4, mp-540391, mp-761677",0.642784171,4133.777703,2.714264891,1.978888889,0,0.866707902,13.73042939,0,0.006529971,13.64180213,0.256769693,0.242908775,0.188888889,0.080408099
"mp-300761718, MnCo3O8, Li2MnCo3O8, mp-761588, mp-761718",0.367941047,4132.854934,5.003782414,1.7575,0,0.975731248,19.2930615,0,0.034661137,17.21464887,0.332044509,0.255678476,0.190555556,0.972308789
"mp-300761729, VCo3O8, Li2VCo3O8, mp-765821, mp-761729",0.393872787,4132.900273,4.806734174,1.996111111,0,0.974660658,18.87254195,0,0.0584825,17.08940723,0.32979543,0.255447837,0.191388889,1.065943539
"mp-300761732, CoPO4, LiCoPO4, mp-769840, mp-761732",0.569936144,4133.777703,3.204656363,1.978888889,0,0.895882445,13.73042939,0,0.057500153,13.64180213,0.27271553,0.242908775,0.188888889,0.408148393
"mp-300761737, MnCo3O8, Li2MnCo3O8, mp-765876, mp-761737",0.415982211,4132.854934,4.623457876,1.7575,0,1.208000363,19.2930615,0,0.053107059,17.21464887,0.353542969,0.255678476,0.190555556,0.52545112
