,ShannonRadii,AtomicVolum wmean,density,HeatFusion wmean,metalloid,VegardVolume,BulkModulus wstd,NfValenc wstd,energysStab,SpaceGroupNumber wstd,q6,HeatCapacityMass wstd,n_ws^third wmean,sq_pyr
"mp-300764682, VOF3, LiVOF3, mp-764252, mp-764682",0.73853006,4960.724518,2.30157979,1.499,0,0.886921427,15.08494467,0,0.044795446,19.09438545,0.28775744,0.17037535,0.109333333,0.176182101
"mp-300764694, VF5, LiVF5, mp-766154, mp-764694",0.914801166,7751.823978,2.401085132,1.897916667,0,0.857621818,13.33333333,0,0.030961887,12.83333333,0.322871516,0.302583333,0.136666667,0.30371231
"mp-300764698, VF3, LiVF3, mp-559931, mp-764698",0.557183788,6977.333825,3.233462469,2.783125,0,1.296390591,20,0,0,23,0.295780059,0.247875,0.205,0.632193499
"mp-300764707, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764415, mp-764707",0.521311529,2480.288825,3.510072682,1.124222222,0,0.810982251,4.020564422,0,0.02862638,4.5214168,0.255548263,0.228020563,0.112,0.642329077
"mp-300764708, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764392, mp-764708",0.52092007,2480.288825,3.512943127,1.124222222,0,0.8110147,4.020564422,0,0.027622892,4.5214168,0.252843015,0.228020563,0.112,0.633808926
"mp-300764752, V2OF7, LiV2OF7, mp-764284, mp-764752",0.852274969,4961.038231,2.40203991,1.500166667,0,0.874489874,15.08494467,0,0.088209069,19.21151275,0.239599673,0.227230182,0.109333333,0.32645551
"mp-300764776, V3O5F3, LiV3O5F3, mp-765773, mp-764776",0.509626766,4509.313522,3.724047646,2.011060606,0,0.867230889,20.57037909,0,0.062760342,27.19716806,0.298299862,0.118333539,0.149090909,0.55821469
"mp-300764781, CoO2, Li(CoO2)2, mp-770908, mp-771219",0.436489865,6199.231699,4.648238415,2.773333333,0,1.232023117,30,0,0.113222161,28.33333333,0.351846902,0.235833333,0.291666667,0.740357404
"mp-300764788, Mn2OF3, LiMn2OF3, mp-763860, mp-764788",0.566473561,4134.524904,3.75082304,1.489166667,0,0.993267247,18.85618083,0,0.061617741,31.93811532,0.309868379,0.120553149,0.178888889,1.012172646
"mp-300764804, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764410, mp-764804",0.521776776,2480.288825,3.506661168,1.124222222,0,0.810929063,4.020564422,0,0.026484062,4.5214168,0.257770153,0.228020563,0.112,0.623241431
"mp-300764810, MnF4, LiMnF4, mvc-2979, mp-764810",0.883500101,7441.864697,2.870468681,1.393,0,1.080849394,12,0,0.318804624,15.7,0.256112102,0.2817,0.161,0.577906638
"mp-300764841, VO2F, LiVO2F, mp-764232, mp-764841",0.69415535,4649.987317,2.822644884,1.849583333,0,0.866551636,18.85618083,0,0.006165514,24.70689288,0.308014869,0.143148573,0.136666667,0.675037882
"mp-300764851, NaV(OF)2, NaLiV(OF)2, mp-18953, mp-764851",0.535243385,3101.703946,2.959675429,1.04375,0,0.926501761,11.40351052,0,0,16.8370458,0.275966778,0.08625321,0.1025,0.594306384
"mp-300764857, Ni2(SO4)3, Li2Ni2(SO4)3, mp-779193, mp-764857",0.540726546,4376.661729,3.067058052,0.838490196,0,0.79528231,9.678317364,0,0.048113371,7.734343489,0.273250824,0.265374424,0.068627451,0.293603667
"mp-300764909, Mn3Cr(PO4)4, Li4Mn3Cr(PO4)4, mp-775395, mp-767307",0.508762404,3100.382731,3.461348563,1.431354167,0,0.846089332,5.803943822,0,0.015428906,9.806504715,0.246939239,0.238389294,0.137083333,0.664038232
"mp-300764914, Ti4VO8, LiTi4VO8, mp-770251, mp-768022",0.39604586,3815.947885,4.262101773,2.047692308,0,1.220553791,13.98787866,0,0.128823298,22.6353479,0.300240801,0.225167011,0.197948718,1.221436243
"mp-300764920, VF5, LiVF5, mp-766786, mp-764920",0.798941096,7751.823978,2.463123895,1.897916667,0,0.984473495,13.33333333,0,0.037064119,12.83333333,0.246599748,0.302583333,0.136666667,0.377075905
"mp-300764931, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-763496, mp-764931",0.518012683,2480.288825,3.534262085,1.124222222,0,0.81112705,4.020564422,0,0.0263606,4.5214168,0.25708271,0.228020563,0.112,0.64608455
"mp-300764942, Mn2Co5O12, Li4Mn2Co5O12, mp-771625, mp-774397",0.413095433,3915.539837,5.026977155,1.920350877,0,1.009828388,20.02768167,0,0.105638199,18.00851343,0.311168563,0.23660475,0.21,0.869585823
"mp-300765001, Mn3TeO8, Li2Mn3TeO8, mp-771471, mp-765001",0.218479771,4133.560337,4.826227906,1.6075,1,0.967674956,13.05407793,0,0.006679225,20.78999195,0.319403385,0.259727478,0.134166667,0.883967841
"mp-300765014, Na2Mn(PO3)5, Na2LiMn(PO3)5, mp-567904, mp-765014",0.570667853,3033.859972,2.604202902,1.240326087,0,0.842036787,2.037609519,0,0,6.953013721,0.275599566,0.222847483,0.125,0.230102139
"mp-300765024, VF5, LiVF5, mp-766781, mp-765024",0.790819255,7751.823978,2.562622599,1.897916667,0,0.839060687,13.33333333,0,0.006774371,12.83333333,0.273152414,0.302583333,0.136666667,0.333112219
"mp-300765030, Mn3Cr5O16, Li4Mn3Cr5O16, mp-773259, mp-771517",0.39568039,4132.94802,4.339770352,2.045138889,0,0.971008986,13.63093794,0,0.076878935,16.21450302,0.328633642,0.252712947,0.187222222,0.939879735
"mp-300765033, Mn5Fe3O16, Li4Mn5Fe3O16, mp-773198, mp-772481",0.430650681,4132.938198,4.386170915,1.520833333,0,0.969857602,11.00820401,0,0.097955378,15.22008045,0.313828701,0.252380042,0.185555556,1.025543891
"mp-300765046, V2OF7, LiV2OF7, mp-765500, mp-764204",0.788616384,4961.038231,2.821419965,1.500166667,0,1.199812083,15.08494467,0,0.078879309,19.21151275,0.38547954,0.227230182,0.109333333,0.46153904
"mp-300765048, V2OF5, LiV2OF5, mp-764357, mp-765048",0.505001919,4651.163742,3.622509251,1.853958333,0,0.969619129,18.85618083,0,0.042456365,24.63532637,0.326251077,0.186936969,0.136666667,0.818599043
"mp-300765055, Mn2F7, LiMn2F7, mp-765941, mp-766857",0.797722128,7235.315854,2.98132644,1.533611111,0,0.920126368,13.33333333,0,0.065245234,18.27777778,0.30259915,0.267222222,0.178888889,0.585098721
"mp-300765102, Ti(PO3)4, LiTi(PO3)4, mp-766396, mp-765102",0.548899455,4377.19331,2.710539523,1.783333333,0,0.866672379,2.659158982,0,0.038902892,4.623128589,0.234971137,0.262802429,0.159215686,0.312998882
"mp-300765110, VFe(P2O7)2, LiVFe(P2O7)2, mp-767722, mp-765110",0.548539676,3255.365489,2.902219593,1.406875,0,0.888216081,3.662905268,0,0.016384787,4.519471761,0.264335216,0.254903061,0.125125,0.274739809
"mp-300765113, V(CO3)2, LiV(CO3)2, mp-762253, mp-763116",0.579066126,4132.765855,2.438292267,9.541481481,0,1.063502613,7.294698077,0,0.065293512,14.33414679,0.262891257,0.242250259,0.191851852,0.487267872
"mp-300765133, VCr(P2O7)2, LiVCr(P2O7)2, mp-767779, mp-767608",0.540548799,3255.369433,2.904077358,1.49675,0,0.887979713,3.536594407,0,0.026150227,4.519471761,0.265163497,0.254903061,0.124625,0.268625067
"mp-300765157, VF3, LiV2F6, mp-765007, mp-559701",0.552563692,6977.333825,3.267198597,2.783125,0,0.853834855,20,0,0.002028712,23,0.243969032,0.247875,0.205,0.55121768
"mp-300765263, VF5, LiVF5, mp-765273, mp-765263",0.794869444,7751.823978,2.513004709,1.897916667,0,0.811591873,13.33333333,0,0.006696911,12.83333333,0.220735453,0.302583333,0.136666667,0.479269591
"mp-300765266, Mn2F7, LiMn2F7, mp-765269, mp-765266",0.659776959,7235.315854,3.108787233,1.533611111,0,0.821161163,13.33333333,0,0.061288374,18.27777778,0.292364003,0.267222222,0.178888889,0.563272578
"mp-300765272, V2OF5, LiV2OF5, mp-764744, mp-764220",0.550100715,4651.163742,3.292465935,1.853958333,0,1.201244899,18.85618083,0,0.001123175,24.63532637,0.268967422,0.186936969,0.136666667,0.466342026
"mp-300765286, Sn(PO3)4, LiSn(PO3)4, mp-757495, mp-765286",0.526899826,4377.37626,3.438637817,1.646078431,0,1.049132668,1.453627686,0,0.043340737,3.730337404,0.274760217,0.268536497,0.15372549,0.263464644
"mp-300765295, V6F13, LiV6F13, mp-767323, mp-765295",0.696767346,6365.894231,3.13084679,3.481973684,0,0.973805557,25.26315789,0,0.042641876,31.02631579,0.289415572,0.204684211,0.258947368,0.7123072
"mp-300765312, VFeP2(HO5)2, LiVFeP2(HO5)2, mp-765969, mp-765318",0.523706791,2790.501576,3.096064367,0.933875,0,0.975516572,4.857597143,0,0.053185736,7.987392409,0.279634348,0.673875389,0.121375,0.469797547
"mp-300765321, VF5, LiVF5, mp-764959, mp-767609",0.792219302,7751.823978,2.545470954,1.897916667,0,0.832355661,13.33333333,0,0.009776306,12.83333333,0.290011688,0.302583333,0.136666667,0.281376696
"mp-300765322, MnCr3O8, Li2MnCr3O8, mp-764180, mp-775608",0.401101672,4132.946357,4.267823609,2.1575,0,0.973747526,16.99673171,0,0.09107837,21.24268211,0.314582803,0.254353541,0.188888889,0.914423534
"mp-300765329, VF5, LiVF5, mp-765218, mp-765329",0.783192543,7751.823978,2.656055593,1.897916667,0,0.819216742,13.33333333,0,0.012845445,12.83333333,0.25540975,0.302583333,0.136666667,0.439200039
"mp-300765367, VF4, LiVF4, mp-765216, mp-765367",0.84013477,7442.027917,2.648700647,2.252,0,0.814504081,16,0,0.020206476,16.9,0.319614313,0.2807,0.164,0.367788453
"mp-300765368, VF5, LiVF5, mp-558797, mp-765368",0.788424063,7751.823978,2.591965511,1.897916667,0,0.818404638,13.33333333,0,0,12.83333333,0.314970658,0.302583333,0.136666667,0.331423712
"mp-300765375, V4O7F5, Li3V4O7F5, mp-764254, mp-765375",0.529865966,4650.183387,3.239461667,1.8503125,0,1.028863115,18.85618083,0,0.008302931,24.64668743,0.254004014,0.114073548,0.136666667,0.226123961
"mp-300765380, V5F11, LiV5F11, mp-765348, mp-765380",0.690889336,6396.46621,3.091706124,3.44703125,0,0.812863022,25,0,0.075284383,30.625,0.293682745,0.20684375,0.25625,0.768759563
"mp-300765418, V2P4H3O16, Li4V2P4H3O16, mp-771427, mp-765418",0.528857008,3534.698568,2.832965301,1.2086,0,0.863356727,5.337115326,0,0.076987866,8.966961581,0.249852466,0.668518188,0.1438,0.313925009
"mp-300765441, Mn5O3F5, LiMn5O3F5, mp-767195, mp-765441",0.639285353,3816.556355,3.740103421,1.70474359,0,1.18432278,21.75713173,0,0.096419793,37.35169667,0.285959791,0.057165469,0.206410256,0.811132179
"mp-300765448, CoPO4, LiCoPO4, mp-767020, mp-765448",0.619165797,4133.777703,2.89372649,1.978888889,0,0.856771511,13.73042939,0,0.06778769,13.64180213,0.286693147,0.242908775,0.188888889,0.304123291
"mp-300765461, Mn5Co(PO4)6, Li4Mn5Co(PO4)6, mp-772281, mp-765461",0.527958466,3100.375529,3.407917068,1.369930556,0,1.148839264,6.482213914,0,0.062804834,11.40783274,0.253709716,0.238795575,0.136805556,0.094889047
"mp-300765498, VOF3, LiVOF3, mp-764241, mp-765498",0.778891906,4960.724518,2.461177059,1.499,0,0.837428203,15.08494467,0,0.029157247,19.09438545,0.237713813,0.17037535,0.109333333,0.300552695
"mp-300765519, CoO2, Li(CoO2)2, mp-540000, mp-774082",0.404844567,6199.231699,4.774135072,2.773333333,0,1.216549346,30,0,0.060791127,28.33333333,0.361681972,0.235833333,0.291666667,1.066741472
"mp-300765522, Ti3Co3(TeO8)2, Li4Ti3Co3(TeO8)2, mp-761356, mp-765522",0.33788106,3100.301714,4.730294098,1.3471875,1,0.965500745,8.523863561,0,0.06757182,7.15126737,0.290817315,0.246170832,0.1021875,0.76856755
"mp-300765528, VOF3, LiVOF3, mp-781081, mp-765230",0.822674957,4960.724518,2.829449031,1.499,0,0.997113947,15.08494467,0,0.021817216,19.09438545,0.310161411,0.17037535,0.109333333,0.460465499
"mp-300765530, VF4, LiVF4, mp-764923, mp-767699",0.753665143,7442.027917,2.835301444,2.252,0,0.885834324,16,0,0.041568721,16.9,0.368966763,0.2807,0.164,0.521081598
"mp-300765532, V3O5F, LiV3O5F, mp-765777, mp-765532",0.554153403,4133.486263,3.954640312,2.439074074,0,1.184590502,25.14157444,0,0.072733686,34.08087694,0.256582271,0.182759423,0.182222222,0.870028404
"mp-300765541, VF4, LiVF4, mp-765239, mp-765176",0.73540694,7442.027917,3.045452416,2.252,0,0.821891457,16,0,0.055779147,16.9,0.262123162,0.2807,0.164,0.514805598
"mp-300765552, MnCoO4, LiMnCoO4, mp-766792, mp-768015",0.435292892,4132.888735,4.411527777,1.666111111,0,1.209599455,12.47219129,0,0.054819219,12.47293366,0.346533953,0.253174987,0.186666667,0.851125022
"mp-300765660, Mn2V3O12, Li3Mn2V3O12, mp-850239, mp-775642",0.578437577,4375.927963,3.126247385,1.822745098,0,0.803528419,11.52701055,0,0.077036474,13.05001764,0.243949737,0.272122565,0.159607843,0.214044666
"mp-300765682, V3CrO8, Li2V3CrO8, mp-849352, mp-849964",0.501086451,4133.089027,3.829378682,2.423888889,0,1.545060514,16.62958839,0,0.037556539,21.09527915,0.272847392,0.253245108,0.184722222,0.769200964
"mp-300765710, Fe5Ni(PO4)6, Li4Fe5Ni(PO4)6, mp-770337, mp-765710",0.541908655,3100.360034,3.408875007,1.410069444,0,1.169468678,9.409166138,0,0.06271626,12.00817141,0.249404893,0.239276021,0.142361111,0.08608591
"mp-300765765, V2F7, LiV2F7, mp-765229, mp-766914",0.695530915,7235.497209,2.770677077,2.488055556,0,1.13680193,17.77777778,0,0.002082218,19.61111111,0.26370368,0.266111111,0.182222222,0.65483145
"mp-300765780, V2OF5, LiV2OF5, mp-765708, mp-765780",0.551677201,4651.163742,3.280928852,1.853958333,0,0.855610048,18.85618083,0,0.004090732,24.63532637,0.278846819,0.186936969,0.136666667,0.494153521
"mp-300765781, VF5, LiVF5, mp-765975, mp-765781",0.703487541,7751.823978,2.614642313,1.897916667,0,0.833362431,13.33333333,0,0.08219895,12.83333333,0.242474196,0.302583333,0.136666667,0.256936017
"mp-300765791, V3(OF)4, Li2V3(OF)4, mp-764325, mp-765791",0.634146623,4509.598716,3.497107152,2.012121212,0,0.890354034,20.57037909,0,0.107158609,27.13084305,0.341605222,0.087557626,0.149090909,0.757331576
"mp-300765796, Mn3CoO8, Li2Mn3CoO8, mp-772359, mp-775027",0.448310652,4132.922536,4.252384065,1.574722222,0,1.214753898,12.24744871,0,0.028560331,20.15522326,0.371339947,0.254364425,0.182777778,0.943298914
"mp-300765803, FeCoO4, Li2Fe3(CoO4)3, mp-771871, mp-763110",0.467041912,4132.86455,4.23615464,1.716111111,0,5.860497443,13.7661241,0,0.114434557,13.06465404,0.37021131,0.254329875,0.195555556,0.686254627
"mp-300765810, Nb4VO12, Li3Nb4VO12, mp-767656, mp-765810",0.509151503,4376.318028,4.510764079,2.82627451,0,2.317839722,17.07571848,0,0.054157981,20.33152752,0.285785518,0.284324345,0.160784314,0.564939581
"mp-300765811, Ni3Sn(PO4)4, Li4Ni3Sn(PO4)4, mp-774257, mp-765811",0.517836542,3100.497935,3.945880877,1.429895833,0,0.846615311,9.172796246,0,0.081902612,10.50731392,0.27842205,0.240875402,0.136354167,0.756561595
"mp-300765840, V3Co(PO4)4, Li4V3Co(PO4)4, mp-775494, mp-765840",0.527964872,3100.422309,3.399986853,1.649791667,0,0.845874608,7.818247886,0,0.038695057,10.50778378,0.275534174,0.238428534,0.138229167,0.504861182
"mp-300765841, V2O3F, LiV2O3F, mp-764327, mp-765841",0.507694715,4133.660548,3.976785846,2.439722222,0,0.847520426,25.14157444,0,0.035740018,34.01043776,0.290501418,0.145962028,0.182222222,0.695464703
"mp-300765853, V2O2F3, LiV2O2F3, mp-764353, mp-765853",0.52262793,4429.376659,3.386979275,2.105,0,0.92448775,21.54992095,0,0.096394672,28.54625875,0.274962493,0.087451911,0.156190476,0.580072475
"mp-300765863, V6O7F5, LiV6O7F5, mp-764335, mp-765863",0.448523145,4134.009118,4.189458738,2.441018519,0,0.901446156,25.14157444,0,0.074078399,33.9024563,0.243692332,0.080546607,0.182222222,0.332345421
"mp-300765867, V3(O2F)2, LiV3(O2F)2, mp-765508, mp-765867",0.558911614,4133.834833,3.893854978,2.44037037,0,1.165845294,25.14157444,0,0.068383834,33.950945,0.269847424,0.111057777,0.182222222,0.83846829
"mp-300765874, V2O2F3, LiV2O2F3, mp-764379, mp-765874",0.532716401,4429.376659,3.661157624,2.105,0,1.080911178,21.54992095,0,0.059172057,28.54625875,0.303855834,0.087451911,0.156190476,0.654126416
"mp-300765882, Ni(PO3)3, LiNi(PO3)3, mp-767052, mp-765882",0.572630233,4292.957901,2.82861333,1.925128205,0,0.861056115,6.018708505,0,0.077674482,6.882788756,0.286964818,0.256479373,0.171794872,0.30214064
"mp-300765883, CrPHO5, LiCrPHO5, mp-774136, mp-765883",0.502067563,3488.104526,3.19500239,1.271875,0,0.98082171,8.480388681,0,0.026018323,11.67173904,0.287773934,0.699727464,0.1525,0.340276616
"mp-300765896, V3F10, LiV3F10, mp-768262, mp-765896",0.739176163,7156.062322,3.148984563,2.578846154,0,0.848965358,18.46153846,0,0.096766267,20.65384615,0.195821317,0.2605,0.189230769,0.526488102
"mp-300765898, TiMn3O8, Li2TiMn3O8, mp-773245, mp-771575",0.428592339,4133.106993,4.317937868,1.517777778,0,0.971599659,12.55235948,0,0.04233252,20.15522326,0.330928494,0.251904196,0.176388889,1.06392073
"mp-300765901, V4(OF3)3, Li3V4(OF3)3, mp-849543, mp-779405",0.553511344,4650.967671,3.271209139,1.853229167,0,1.026831892,18.85618083,0,0.000607278,24.59888279,0.275823336,0.150494913,0.136666667,0.386350281
"mp-300765945, Mn4OF8, Li2Mn4OF8, mp-767164, mp-765945",0.80633362,4293.690167,3.323010975,1.382051282,0,0.961864152,17.40570538,0,0.071792704,29.27913228,0.275464739,0.190254434,0.165128205,0.364204099
"mp-300765960, MnVP2(HO5)2, LiMnVP2(HO5)2, mp-766980, mp-765074",0.502965606,2790.507017,3.204621855,0.922625,0,0.985107242,4.168632869,0,0.051759222,7.951866919,0.283507887,0.673611293,0.119375,0.361074667
"mp-300765997, TiMn3O8, Li2TiMn3O8, mp-774302, mp-775166",0.450186869,4133.106993,3.99270206,1.517777778,0,0.817513582,12.55235948,0,0.0901968,20.15522326,0.348825272,0.251904196,0.176388889,0.888440948
"mp-300766055, TiFe3(PO4)6, Li6TiFe3(PO4)6, mp-775272, mp-761955",0.586376321,3282.610185,2.671072202,1.265441176,0,1.185934964,5.862226598,0,0.075310677,7.264210956,0.225422347,0.257030126,0.123014706,0.141858819
"mp-300766114, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-773269, mp-766114",0.530955852,3100.370374,3.451567485,1.375208333,0,0.84555129,8.407663295,0,0.016673737,10.44334085,0.266841471,0.238722134,0.140833333,0.57519717
"mp-300766115, CrO2, Li2Cr3O6, mvc-9788, mp-762466",0.488033628,6199.414545,3.592456691,3.573333333,0,0.842873491,26.66666667,0,0.18260293,34.16666667,0.325956636,0.231166667,0.288333333,1.116343017
"mp-300766608, CoCu(PO4)2, Li2CoCu(PO4)2, mp-761614, mp-769707",0.535718599,3100.350654,3.519731118,1.43,0,0.846969607,6.352356299,0,0.02326444,7.235228006,0.261976897,0.239939626,0.135833333,0.40439527
"mp-300766631, Co3Cu3(TeO8)2, Li4Co3Cu3(TeO8)2, mp-761933, mp-766631",0.378719833,3100.120265,5.430247322,1.33,1,0.962783649,9.030114548,0,0.037172254,8.212053673,0.309750296,0.248414878,0.100625,0.906218476
"mp-300766658, V2OF5, LiV2OF5, mp-764448, mp-766658",0.505425214,4651.163742,3.619411475,1.853958333,0,0.96932759,18.85618083,0,0.041355556,24.63532637,0.324848342,0.186936969,0.136666667,0.820626622
"mp-300766728, V(SiO3)2, LiV(SiO3)2, mp-767887, mp-766728",0.529599886,4133.594839,3.191249298,4.564444444,1,0.815683198,9.601097331,0,0.075127548,17.41914498,0.312096647,0.242143044,0.171851852,0.529415813
"mp-300766730, Cr3(CoO6)2, Li2Cr3(CoO6)2, mp-773919, mp-772468",0.597916054,4375.777187,3.041622026,1.922352941,0,0.802215771,11.99769297,0,0.008981203,13.06220883,0.239319139,0.275387157,0.170392157,0.183921347
"mp-300766739, VOF3, LiVOF3, mp-764398, mp-765521",0.797928703,4960.724518,2.961515355,1.499,0,0.843792213,15.08494467,0,0.057281602,19.09438545,0.35111386,0.17037535,0.109333333,0.716426296
"mp-300766750, MnCu(PO4)2, Li2MnCu(PO4)2, mp-775025, mp-766750",0.520505174,3100.376005,3.550864151,1.361458333,0,0.845942835,5.035119716,0,0.016234884,7.626821276,0.234222617,0.23910756,0.132916667,0.467928759
"mp-300766766, FePO4, LiFe2(PO4)2, mp-765990, mp-767093",0.623441068,4133.82112,2.775044962,1.846111111,0,0.860469107,12.94599418,0,0.0904562,16.33049862,0.283060893,0.241634979,0.19,0.334681759
"mp-300766777, FePO4, LiFePO4, mp-767830, mp-766777",0.654853722,4133.82112,2.543549917,1.846111111,0,0.815428023,12.94599418,0,0.006276067,16.33049862,0.236661757,0.241634979,0.19,0.057213492
"mp-300766795, CoBO3, LiCoBO3, mp-766751, mp-766795",0.566138376,3719.659008,3.371937719,4.470666667,1,0.968480467,26.19584361,0,0.087703574,13.7675948,0.208054925,0.197707955,0.233333333,0.378349916
"mp-300766846, CoSn(PO4)2, Li2CoSn(PO4)2, mp-863848, mp-766846",0.546313434,3100.666005,4.027292109,1.295625,0,0.843795443,5.795712016,0,0.042667717,5.809885912,0.274554255,0.242324267,0.131041667,0.633174143
"mp-300766850, Mn3V2Co3O16, Li4Mn3V2Co3O16, mp-770130, mp-766850",0.398773481,3099.713231,4.672415993,1.394270833,0,0.975749222,8.108958523,0,0.056696537,7.298530995,0.327964806,0.242979978,0.139166667,1.059971271
"mp-300766859, V3(OF3)2, LiV3(OF3)2, mp-764432, mp-766859",0.615594846,4510.169104,3.544149884,2.014242424,0,0.859899806,20.57037909,0,0.079582274,27.10951161,0.31047529,0.141762985,0.149090909,0.713223971
"mp-300766972, Mn2O2F3, LiMn2O2F3, mp-766920, mp-766972",0.482187423,4429.221212,4.034225553,1.286904762,0,1.102093928,16.16244071,0,0.083714857,26.93159218,0.311336367,0.088673469,0.153333333,0.597788257
"mp-300766992, VCrP2(O4F)2, LiVCrP2(O4F)2, mp-765139, mp-765118",0.514478794,2657.473722,3.161199619,1.169285714,0,0.976494323,5.372948113,0,0.042078054,6.841142046,0.256415159,0.183929338,0.095285714,0.343727469
"mp-300767040, MnCu3(PO4)4, Li4MnCu3(PO4)4, mp-775168, mp-767040",0.513910087,3100.372018,3.673512698,1.368645833,0,0.846454785,6.829775497,0,0.03104245,10.23860308,0.24589918,0.239983348,0.131458333,0.622113907
"mp-300767053, Co(CO3)2, LiCo2(CO3)4, mp-762909, mp-763593",0.61076164,4132.660335,2.424607398,9.345185185,0,0.935128372,8.26116902,0,0.121785816,14.45754392,0.274790331,0.244555749,0.195925926,0.341971825
"mp-300767057, SrLa3MnO8, SrLiLa3MnO8, mp-767144, mp-767057",0.454369417,2863.802021,6.129921583,0.782692308,0,0.902531134,4.04340357,0,0.085205766,13.97662884,0.273518474,0.229535771,0.115192308,0.609779163
"mp-300767067, Mn5O7F, LiMn5O7F, mp-766932, mp-767067",0.550154404,3815.591083,4.281554323,1.701153846,0,1.13005898,21.75713173,0,0.076868393,37.61165276,0.325805081,0.181489574,0.206410256,0.841125101
"mp-300767084, Mn3(OF3)2, LiMn3(OF3)2, mp-767627, mp-767084",0.500185593,4510.020723,3.920924885,1.233333333,0,0.854265723,15.42778432,0,0.070982141,25.57342371,0.3218546,0.142514201,0.146363636,0.922730944
"mp-300767088, Sb11S18, Li3Sb11S18, mp-753921, mp-767088",0.649961356,14.15695659,4.200557791,4.28737931,1,0.878935262,5.575862069,0,0.05324963,9.75862069,0.256080298,0.180465517,0.238965517,0.683558164
"mp-300767131, Mn2O3F, LiMn2O3F, mp-767610, mp-767131",0.517898853,4133.479193,3.863603921,1.485277778,0,0.840113875,18.85618083,0,0.064906225,32.1265822,0.292774031,0.146654797,0.178888889,0.681498213
"mp-300767132, Mn3Co2Te3O16, Li4Mn3Co2Te3O16, mp-774178, mp-767132",0.139672829,3100.371402,5.114606956,1.320729167,1,0.963510225,6.177311688,0,0.069652036,6.835516356,0.313848804,0.247974372,0.086770833,0.732508322
"mp-300767137, Sb17S27, Li3Sb17S27, mp-767208, mp-767137",0.648888002,14.16762426,4.288500752,4.351102273,1,0.835332838,5.751136364,0,0.046647758,10.59090909,0.243805053,0.177238636,0.243409091,0.668820978
"mp-300767166, V(CO3)2, LiV(CO3)2, mp-762249, mp-765387",0.542289256,4132.765855,2.651325155,9.541481481,0,0.856467147,7.294698077,0,0.065259649,14.33414679,0.288574902,0.242250259,0.191851852,0.279357782
"mp-300767188, Mn2OF3, LiMn2OF3, mp-765034, mp-767188",0.537524577,4134.524904,3.960278172,1.489166667,0,0.844453335,18.85618083,0,0.052733686,31.93811532,0.313010685,0.120553149,0.178888889,0.768032133
"mp-300767196, Mn5OF11, Li3Mn5OF11, mp-767187, mp-767196",0.739802315,4377.861861,3.245645468,1.325,0,0.987798011,16.63780662,0,0.065083559,27.87583002,0.288478781,0.208447517,0.157843137,0.612161142
"mp-300767198, CrNi3(PO4)4, Li4CrNi3(PO4)4, mp-774119, mp-767198",0.495799416,3100.342999,3.695375764,1.574166667,0,0.848366464,8.857278865,0,0.082176347,10.21237165,0.278886733,0.239060288,0.141458333,0.75575077
"mp-300767241, Mn3Sb(PO4)4, Li4Mn3Sb(PO4)4, mp-772129, mp-767241",0.550938306,3100.571257,3.544841546,1.41875,1,0.842505721,6.022635255,0,0.072120656,9.985074582,0.254302828,0.240387529,0.1321875,0.491032352
"mp-300767246, Mn7F18, Li2Mn7F18, mp-765911, mp-767246",0.765322348,6698.288863,3.083529473,1.8992,0,0.924458405,16.8,0,0.037326627,24.98,0.285284609,0.22958,0.2254,0.524794173
"mp-300767249, MnCo3(PO4)4, Li4MnCo3(PO4)4, mp-775179, mp-767249",0.508778447,3100.345952,3.617456612,1.449895833,0,0.846767718,8.937281466,0,0.042832574,8.671291584,0.253051582,0.239268562,0.140208333,0.671387272
"mp-300767260, MnNi3(PO4)4, Li4MnNi3(PO4)4, mp-775024, mp-767260",0.502054789,3100.344247,3.674876501,1.489895833,0,0.847857196,8.937281466,0,0.076829709,10.23860308,0.275325125,0.238819097,0.140208333,0.751384677
"mp-300767267, MnVO4, LiMnVO4, mp-771856, mp-772054",0.527947634,4133.047015,3.839687939,1.960555556,0,1.194227115,11.33115447,0,0.076284566,13.77352085,0.31860636,0.25047386,0.180555556,1.319541233
"mp-300767273, Mn3F10, LiMn3F10, mp-765801, mp-767065",0.774818259,7155.873992,2.890316009,1.587692308,0,0.948375535,13.84615385,0,0.075797091,19.26923077,0.29827651,0.261653846,0.185769231,0.484675033
"mp-300767296, TiMn3(PO4)4, Li4TiMn3(PO4)4, mp-772362, mp-767296",0.536738222,3100.440475,3.296226024,1.36,0,0.844222732,5.803008978,0,0.021130746,9.889992794,0.249279752,0.237782871,0.134895833,0.485528671
"mp-300767303, Mn(SiO3)2, LiMn(SiO3)2, mvc-11572, mp-767360",0.495407828,4133.534387,3.375607144,4.246296296,1,0.912493591,9.13246519,0,0.112438617,17.49458078,0.308712622,0.24248067,0.170740741,0.524442447
"mp-300767309, Mn2OF3, LiMn2OF3, mp-767172, mp-767309",0.636463659,4134.524904,3.695726827,1.489166667,0,0.840901556,18.85618083,0,0.045989476,31.93811532,0.310896614,0.120553149,0.178888889,0.605956671
