,deltaz,deltaz2,deltay,anisotropyMean,deltax2,deltay2,deltax, max Anisotropy
mp-300763783,0.0791149689812632,0.0791149689812632,0.0791149689812632,0.0791149689812632,0.0791149689812632,0.0791149689812632,0.0791149689812632,0.0791149689812632
mp-300763784,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763788,0.0439938141369618,0.0439938141369618,0.0439938141369618,0.0439938141369618,0.0439938141369618,0.0439938141369618,0.0439938141369618,0.0439938141369618
mp-300763793,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300763794,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763794,-1.3399898752879376,-1.3399898752879376,-1.3399898752879376,-1.3399898752879376,-1.3399898752879376,-1.3399898752879376,-1.3399898752879376,-1.3399898752879376
mp-300763807,0.0025135641624865557,0.0025135641624865557,0.0025135641624865557,0.0025135641624865557,0.0025135641624865557,0.0025135641624865557,0.0025135641624865557,0.0025135641624865557
mp-300763820,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763824,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300763825,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300763827,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300763828,-0.028342614910271458,-0.028342614910271458,-0.028342614910271458,-0.028342614910271458,-0.028342614910271458,-0.028342614910271458,-0.028342614910271458,-0.028342614910271458
mp-300763828,0.04447212330111583,0.04447212330111583,0.04447212330111583,0.04447212330111583,0.04447212330111583,0.04447212330111583,0.04447212330111583,0.04447212330111583
mp-300763834,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300763836,0.047060908009033835,0.047060908009033835,0.047060908009033835,0.047060908009033835,0.047060908009033835,0.047060908009033835,0.047060908009033835,0.047060908009033835
mp-300763837,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763838,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763840,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763841,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300763842,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300763851,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763869,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763869,0.031740735175619365,0.031740735175619365,0.031740735175619365,0.031740735175619365,0.031740735175619365,0.031740735175619365,0.031740735175619365,0.031740735175619365
mp-300763873,0.04779270760268317,0.04779270760268317,0.04779270760268317,0.04779270760268317,0.04779270760268317,0.04779270760268317,0.04779270760268317,0.04779270760268317
mp-300763876,-0.20521951098058944,-0.20521951098058944,-0.20521951098058944,-0.20521951098058944,-0.20521951098058944,-0.20521951098058944,-0.20521951098058944,-0.20521951098058944
mp-300763904,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763904,0.08176320109946289,0.08176320109946289,0.08176320109946289,0.08176320109946289,0.08176320109946289,0.08176320109946289,0.08176320109946289,0.08176320109946289
mp-300763907,0.02170078581262125,0.02170078581262125,0.02170078581262125,0.02170078581262125,0.02170078581262125,0.02170078581262125,0.02170078581262125,0.02170078581262125
mp-300763910,2.2437410321548983,2.2437410321548983,2.2437410321548983,2.2437410321548983,2.2437410321548983,2.2437410321548983,2.2437410321548983,2.2437410321548983
mp-300763910,-1.4964908998944155,-1.4964908998944155,-1.4964908998944155,-1.4964908998944155,-1.4964908998944155,-1.4964908998944155,-1.4964908998944155,-1.4964908998944155
mp-300763916,-0.02510396903266754,-0.02510396903266754,-0.02510396903266754,-0.02510396903266754,-0.02510396903266754,-0.02510396903266754,-0.02510396903266754,-0.02510396903266754
mp-300763916,0.060655007336383925,0.060655007336383925,0.060655007336383925,0.060655007336383925,0.060655007336383925,0.060655007336383925,0.060655007336383925,0.060655007336383925
mp-300763920,-0.01579931358402531,-0.01579931358402531,-0.01579931358402531,-0.01579931358402531,-0.01579931358402531,-0.01579931358402531,-0.01579931358402531,-0.01579931358402531
mp-300763924,2.2192532390175144,2.2192532390175144,2.2192532390175144,2.2192532390175144,2.2192532390175144,2.2192532390175144,2.2192532390175144,2.2192532390175144
mp-300763924,-1.4670394627346084,-1.4670394627346084,-1.4670394627346084,-1.4670394627346084,-1.4670394627346084,-1.4670394627346084,-1.4670394627346084,-1.4670394627346084
mp-300763933,0.003050814658013268,0.003050814658013268,0.003050814658013268,0.003050814658013268,0.003050814658013268,0.003050814658013268,0.003050814658013268,0.003050814658013268
mp-300763955,-0.05665223063281344,-0.05665223063281344,-0.05665223063281344,-0.05665223063281344,-0.05665223063281344,-0.05665223063281344,-0.05665223063281344,-0.05665223063281344
mp-300763959,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763959,0.017125847123881544,0.017125847123881544,0.017125847123881544,0.017125847123881544,0.017125847123881544,0.017125847123881544,0.017125847123881544,0.017125847123881544
mp-300763961,inf,inf,inf,inf,inf,inf,inf,inf
mp-300763961,-1.1785064091964168,-1.1785064091964168,-1.1785064091964168,-1.1785064091964168,-1.1785064091964168,-1.1785064091964168,-1.1785064091964168,-1.1785064091964168
mp-300763961,0.03842656095216442,0.03842656095216442,0.03842656095216442,0.03842656095216442,0.03842656095216442,0.03842656095216442,0.03842656095216442,0.03842656095216442
mp-300763964,0.01934701122635829,0.01934701122635829,0.01934701122635829,0.01934701122635829,0.01934701122635829,0.01934701122635829,0.01934701122635829,0.01934701122635829
mp-300763971,-0.009282460818347715,-0.009282460818347715,-0.009282460818347715,-0.009282460818347715,-0.009282460818347715,-0.009282460818347715,-0.009282460818347715,-0.009282460818347715
mp-300763974,-0.20211263204041247,-0.20211263204041247,-0.20211263204041247,-0.20211263204041247,-0.20211263204041247,-0.20211263204041247,-0.20211263204041247,-0.20211263204041247
mp-300763978,0.03002508191896425,0.03002508191896425,0.03002508191896425,0.03002508191896425,0.03002508191896425,0.03002508191896425,0.03002508191896425,0.03002508191896425
mp-300763978,0.01915388627186809,0.01915388627186809,0.01915388627186809,0.01915388627186809,0.01915388627186809,0.01915388627186809,0.01915388627186809,0.01915388627186809
mp-300763978,-0.015556032095632943,-0.015556032095632943,-0.015556032095632943,-0.015556032095632943,-0.015556032095632943,-0.015556032095632943,-0.015556032095632943,-0.015556032095632943
mp-300763980,0.0034367639122405693,0.0034367639122405693,0.0034367639122405693,0.0034367639122405693,0.0034367639122405693,0.0034367639122405693,0.0034367639122405693,0.0034367639122405693
mp-300763982,-0.03508195708715611,-0.03508195708715611,-0.03508195708715611,-0.03508195708715611,-0.03508195708715611,-0.03508195708715611,-0.03508195708715611,-0.03508195708715611
mp-300763982,-0.01880152088864717,-0.01880152088864717,-0.01880152088864717,-0.01880152088864717,-0.01880152088864717,-0.01880152088864717,-0.01880152088864717,-0.01880152088864717
mp-300763988,0.29630712666954384,0.29630712666954384,0.29630712666954384,0.29630712666954384,0.29630712666954384,0.29630712666954384,0.29630712666954384,0.29630712666954384
mp-300763993,-0.015199305314020696,-0.015199305314020696,-0.015199305314020696,-0.015199305314020696,-0.015199305314020696,-0.015199305314020696,-0.015199305314020696,-0.015199305314020696
mp-300763993,-0.21713208777888326,-0.21713208777888326,-0.21713208777888326,-0.21713208777888326,-0.21713208777888326,-0.21713208777888326,-0.21713208777888326,-0.21713208777888326
mp-300764005,4.4047814336275,4.4047814336275,4.4047814336275,4.4047814336275,4.4047814336275,4.4047814336275,4.4047814336275,4.4047814336275
mp-300764005,-1.4988069418430472,-1.4988069418430472,-1.4988069418430472,-1.4988069418430472,-1.4988069418430472,-1.4988069418430472,-1.4988069418430472,-1.4988069418430472
mp-300764006,-0.0028425339631954483,-0.0028425339631954483,-0.0028425339631954483,-0.0028425339631954483,-0.0028425339631954483,-0.0028425339631954483,-0.0028425339631954483,-0.0028425339631954483
mp-300764013,0.0180751888358246,0.0180751888358246,0.0180751888358246,0.0180751888358246,0.0180751888358246,0.0180751888358246,0.0180751888358246,0.0180751888358246
mp-300764015,-0.0017775449204071594,-0.0017775449204071594,-0.0017775449204071594,-0.0017775449204071594,-0.0017775449204071594,-0.0017775449204071594,-0.0017775449204071594,-0.0017775449204071594
mp-300764015,-0.016721849066612116,-0.016721849066612116,-0.016721849066612116,-0.016721849066612116,-0.016721849066612116,-0.016721849066612116,-0.016721849066612116,-0.016721849066612116
mp-300764015,-0.012531053850897736,-0.012531053850897736,-0.012531053850897736,-0.012531053850897736,-0.012531053850897736,-0.012531053850897736,-0.012531053850897736,-0.012531053850897736
mp-300764017,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764017,0.0012359554473722054,0.0012359554473722054,0.0012359554473722054,0.0012359554473722054,0.0012359554473722054,0.0012359554473722054,0.0012359554473722054,0.0012359554473722054
mp-300764019,0.00014024055111727662,0.00014024055111727662,0.00014024055111727662,0.00014024055111727662,0.00014024055111727662,0.00014024055111727662,0.00014024055111727662,0.00014024055111727662
mp-300764036,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764036,0.023046568537824053,0.023046568537824053,0.023046568537824053,0.023046568537824053,0.023046568537824053,0.023046568537824053,0.023046568537824053,0.023046568537824053
mp-300764037,0.03857012810839655,0.03857012810839655,0.03857012810839655,0.03857012810839655,0.03857012810839655,0.03857012810839655,0.03857012810839655,0.03857012810839655
mp-300764043,0.0033547912998075358,0.0033547912998075358,0.0033547912998075358,0.0033547912998075358,0.0033547912998075358,0.0033547912998075358,0.0033547912998075358,0.0033547912998075358
mp-300764051,0.18833062824762686,0.18833062824762686,0.18833062824762686,0.18833062824762686,0.18833062824762686,0.18833062824762686,0.18833062824762686,0.18833062824762686
mp-300764051,-0.003509402451604693,-0.003509402451604693,-0.003509402451604693,-0.003509402451604693,-0.003509402451604693,-0.003509402451604693,-0.003509402451604693,-0.003509402451604693
mp-300764051,0.010297187920825346,0.010297187920825346,0.010297187920825346,0.010297187920825346,0.010297187920825346,0.010297187920825346,0.010297187920825346,0.010297187920825346
mp-300764078,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764078,0.01919888462225942,0.01919888462225942,0.01919888462225942,0.01919888462225942,0.01919888462225942,0.01919888462225942,0.01919888462225942,0.01919888462225942
mp-300764078,0.01909719923006649,0.01909719923006649,0.01909719923006649,0.01909719923006649,0.01909719923006649,0.01909719923006649,0.01909719923006649,0.01909719923006649
mp-300764083,-0.08477241015759973,-0.08477241015759973,-0.08477241015759973,-0.08477241015759973,-0.08477241015759973,-0.08477241015759973,-0.08477241015759973,-0.08477241015759973
mp-300764093,0.02114198594283501,0.02114198594283501,0.02114198594283501,0.02114198594283501,0.02114198594283501,0.02114198594283501,0.02114198594283501,0.02114198594283501
mp-300764093,0.030432509435775582,0.030432509435775582,0.030432509435775582,0.030432509435775582,0.030432509435775582,0.030432509435775582,0.030432509435775582,0.030432509435775582
mp-300764093,-0.09659815713385543,-0.09659815713385543,-0.09659815713385543,-0.09659815713385543,-0.09659815713385543,-0.09659815713385543,-0.09659815713385543,-0.09659815713385543
mp-300764096,0.045896973717146634,0.045896973717146634,0.045896973717146634,0.045896973717146634,0.045896973717146634,0.045896973717146634,0.045896973717146634,0.045896973717146634
mp-300764134,0.020472944442424312,0.020472944442424312,0.020472944442424312,0.020472944442424312,0.020472944442424312,0.020472944442424312,0.020472944442424312,0.020472944442424312
mp-300764140,0.019051244049210325,0.019051244049210325,0.019051244049210325,0.019051244049210325,0.019051244049210325,0.019051244049210325,0.019051244049210325,0.019051244049210325
mp-300764142,0.0583642990913873,0.0583642990913873,0.0583642990913873,0.0583642990913873,0.0583642990913873,0.0583642990913873,0.0583642990913873,0.0583642990913873
mp-300764149,0.02179483255893011,0.02179483255893011,0.02179483255893011,0.02179483255893011,0.02179483255893011,0.02179483255893011,0.02179483255893011,0.02179483255893011
mp-300764149,0.03141995817767952,0.03141995817767952,0.03141995817767952,0.03141995817767952,0.03141995817767952,0.03141995817767952,0.03141995817767952,0.03141995817767952
mp-300764160,0.07938752064948851,0.07938752064948851,0.07938752064948851,0.07938752064948851,0.07938752064948851,0.07938752064948851,0.07938752064948851,0.07938752064948851
mp-300764183,0.04210827957270702,0.04210827957270702,0.04210827957270702,0.04210827957270702,0.04210827957270702,0.04210827957270702,0.04210827957270702,0.04210827957270702
mp-300764207,-0.0023042668078296913,-0.0023042668078296913,-0.0023042668078296913,-0.0023042668078296913,-0.0023042668078296913,-0.0023042668078296913,-0.0023042668078296913,-0.0023042668078296913
mp-300764210,0.0058062168211828365,0.0058062168211828365,0.0058062168211828365,0.0058062168211828365,0.0058062168211828365,0.0058062168211828365,0.0058062168211828365,0.0058062168211828365
mp-300764236,-0.5600966633333333,-0.5600966633333333,-0.5600966633333333,-0.5600966633333333,-0.5600966633333333,-0.5600966633333333,-0.5600966633333333,-0.5600966633333333
mp-300764262,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764262,-0.003962004047652457,-0.003962004047652457,-0.003962004047652457,-0.003962004047652457,-0.003962004047652457,-0.003962004047652457,-0.003962004047652457,-0.003962004047652457
mp-300764262,-0.005788830661635158,-0.005788830661635158,-0.005788830661635158,-0.005788830661635158,-0.005788830661635158,-0.005788830661635158,-0.005788830661635158,-0.005788830661635158
mp-300764262,-0.3108163540133424,-0.3108163540133424,-0.3108163540133424,-0.3108163540133424,-0.3108163540133424,-0.3108163540133424,-0.3108163540133424,-0.3108163540133424
mp-300764265,0.03101144414548962,0.03101144414548962,0.03101144414548962,0.03101144414548962,0.03101144414548962,0.03101144414548962,0.03101144414548962,0.03101144414548962
mp-300764272,0.0012646650001795212,0.0012646650001795212,0.0012646650001795212,0.0012646650001795212,0.0012646650001795212,0.0012646650001795212,0.0012646650001795212,0.0012646650001795212
mp-300764273,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764279,-0.007416402715848758,-0.007416402715848758,-0.007416402715848758,-0.007416402715848758,-0.007416402715848758,-0.007416402715848758,-0.007416402715848758,-0.007416402715848758
mp-300764280,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764280,-0.8082501186147458,-0.8082501186147458,-0.8082501186147458,-0.8082501186147458,-0.8082501186147458,-0.8082501186147458,-0.8082501186147458,-0.8082501186147458
mp-300764281,2.848328140496766,2.848328140496766,2.848328140496766,2.848328140496766,2.848328140496766,2.848328140496766,2.848328140496766,2.848328140496766
mp-300764281,-0.3323077969645398,-0.3323077969645398,-0.3323077969645398,-0.3323077969645398,-0.3323077969645398,-0.3323077969645398,-0.3323077969645398,-0.3323077969645398
mp-300764288,0.11313849533177622,0.11313849533177622,0.11313849533177622,0.11313849533177622,0.11313849533177622,0.11313849533177622,0.11313849533177622,0.11313849533177622
mp-300764291,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764301,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764302,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764310,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764310,0.07687118336169352,0.07687118336169352,0.07687118336169352,0.07687118336169352,0.07687118336169352,0.07687118336169352,0.07687118336169352,0.07687118336169352
mp-300764311,0.04138940952251957,0.04138940952251957,0.04138940952251957,0.04138940952251957,0.04138940952251957,0.04138940952251957,0.04138940952251957,0.04138940952251957
mp-300764313,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764317,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764324,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764324,0.4412091243368934,0.4412091243368934,0.4412091243368934,0.4412091243368934,0.4412091243368934,0.4412091243368934,0.4412091243368934,0.4412091243368934
mp-300764332,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764341,-0.0056018729699140535,-0.0056018729699140535,-0.0056018729699140535,-0.0056018729699140535,-0.0056018729699140535,-0.0056018729699140535,-0.0056018729699140535,-0.0056018729699140535
mp-300764346,0.06231027092311736,0.06231027092311736,0.06231027092311736,0.06231027092311736,0.06231027092311736,0.06231027092311736,0.06231027092311736,0.06231027092311736
mp-300764350,0.026191450894322173,0.026191450894322173,0.026191450894322173,0.026191450894322173,0.026191450894322173,0.026191450894322173,0.026191450894322173,0.026191450894322173
mp-300764358,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764362,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764368,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764381,-1.5217769881816017,-1.5217769881816017,-1.5217769881816017,-1.5217769881816017,-1.5217769881816017,-1.5217769881816017,-1.5217769881816017,-1.5217769881816017
mp-300764386,1.4559420613916665,1.4559420613916665,1.4559420613916665,1.4559420613916665,1.4559420613916665,1.4559420613916665,1.4559420613916665,1.4559420613916665
mp-300764386,-4.080694612905553,-4.080694612905553,-4.080694612905553,-4.080694612905553,-4.080694612905553,-4.080694612905553,-4.080694612905553,-4.080694612905553
mp-300764391,0.003878323468559097,0.003878323468559097,0.003878323468559097,0.003878323468559097,0.003878323468559097,0.003878323468559097,0.003878323468559097,0.003878323468559097
mp-300764394,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764395,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764400,-0.04291584573196028,-0.04291584573196028,-0.04291584573196028,-0.04291584573196028,-0.04291584573196028,-0.04291584573196028,-0.04291584573196028,-0.04291584573196028
mp-300764431,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764438,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764551,-0.04266649451459248,-0.04266649451459248,-0.04266649451459248,-0.04266649451459248,-0.04266649451459248,-0.04266649451459248,-0.04266649451459248,-0.04266649451459248
mp-300764634,0.03640893903341643,0.03640893903341643,0.03640893903341643,0.03640893903341643,0.03640893903341643,0.03640893903341643,0.03640893903341643,0.03640893903341643
mp-300764639,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764641,-1.3286149723485017,-1.3286149723485017,-1.3286149723485017,-1.3286149723485017,-1.3286149723485017,-1.3286149723485017,-1.3286149723485017,-1.3286149723485017
mp-300764648,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764669,-1.927899805012613,-1.927899805012613,-1.927899805012613,-1.927899805012613,-1.927899805012613,-1.927899805012613,-1.927899805012613,-1.927899805012613
mp-300764670,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764671,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764682,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300764686,-0.25467826050116243,-0.25467826050116243,-0.25467826050116243,-0.25467826050116243,-0.25467826050116243,-0.25467826050116243,-0.25467826050116243,-0.25467826050116243
mp-300764694,inf,inf,inf,inf,inf,inf,inf,inf
mp-300764697,0.3815282304648475,0.3815282304648475,0.3815282304648475,0.3815282304648475,0.3815282304648475,0.3815282304648475,0.3815282304648475,0.3815282304648475
