,deltaz,deltaz2,deltay,anisotropyMean,deltax2,deltay2,deltax, max Anisotropy
mp-300774552,-0.03267622099641088,-0.03267622099641088,-0.03267622099641088,-0.03267622099641088,-0.03267622099641088,-0.03267622099641088,-0.03267622099641088,-0.03267622099641088
mp-300774552,-0.12601166918625495,-0.12601166918625495,-0.12601166918625495,-0.12601166918625495,-0.12601166918625495,-0.12601166918625495,-0.12601166918625495,-0.12601166918625495
mp-300774552,-0.18405908486835887,-0.18405908486835887,-0.18405908486835887,-0.18405908486835887,-0.18405908486835887,-0.18405908486835887,-0.18405908486835887,-0.18405908486835887
mp-300774697,-0.009887139149083726,-0.009887139149083726,-0.009887139149083726,-0.009887139149083726,-0.009887139149083726,-0.009887139149083726,-0.009887139149083726,-0.009887139149083726
mp-300774711,inf,inf,inf,inf,inf,inf,inf,inf
mp-300774712,inf,inf,inf,inf,inf,inf,inf,inf
mp-300774714,0.27436877633657103,0.27436877633657103,0.27436877633657103,0.27436877633657103,0.27436877633657103,0.27436877633657103,0.27436877633657103,0.27436877633657103
mp-300774722,inf,inf,inf,inf,inf,inf,inf,inf
mp-300774793,inf,inf,inf,inf,inf,inf,inf,inf
mp-300774859,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300774863,inf,inf,inf,inf,inf,inf,inf,inf
mp-300774883,inf,inf,inf,inf,inf,inf,inf,inf
mp-300774918,0.0019589569791045322,0.0019589569791045322,0.0019589569791045322,0.0019589569791045322,0.0019589569791045322,0.0019589569791045322,0.0019589569791045322,0.0019589569791045322
mp-300775013,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775035,0.05628398456497319,0.05628398456497319,0.05628398456497319,0.05628398456497319,0.05628398456497319,0.05628398456497319,0.05628398456497319,0.05628398456497319
mp-300775049,0.010910582407835934,0.010910582407835934,0.010910582407835934,0.010910582407835934,0.010910582407835934,0.010910582407835934,0.010910582407835934,0.010910582407835934
mp-300775059,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775084,-0.04115860716222002,-0.04115860716222002,-0.04115860716222002,-0.04115860716222002,-0.04115860716222002,-0.04115860716222002,-0.04115860716222002,-0.04115860716222002
mp-300775092,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775097,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775097,-0.8818862536360121,-0.8818862536360121,-0.8818862536360121,-0.8818862536360121,-0.8818862536360121,-0.8818862536360121,-0.8818862536360121,-0.8818862536360121
mp-300775102,0.054756326224520535,0.054756326224520535,0.054756326224520535,0.054756326224520535,0.054756326224520535,0.054756326224520535,0.054756326224520535,0.054756326224520535
mp-300775115,-0.016051779230891402,-0.016051779230891402,-0.016051779230891402,-0.016051779230891402,-0.016051779230891402,-0.016051779230891402,-0.016051779230891402,-0.016051779230891402
mp-300775125,0.0837063983061374,0.0837063983061374,0.0837063983061374,0.0837063983061374,0.0837063983061374,0.0837063983061374,0.0837063983061374,0.0837063983061374
mp-300775129,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775136,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775153,0.003788049176142838,0.003788049176142838,0.003788049176142838,0.003788049176142838,0.003788049176142838,0.003788049176142838,0.003788049176142838,0.003788049176142838
mp-300775171,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775180,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775182,0.004729849819458565,0.004729849819458565,0.004729849819458565,0.004729849819458565,0.004729849819458565,0.004729849819458565,0.004729849819458565,0.004729849819458565
mp-300775182,0.0052084494305102425,0.0052084494305102425,0.0052084494305102425,0.0052084494305102425,0.0052084494305102425,0.0052084494305102425,0.0052084494305102425,0.0052084494305102425
mp-300775189,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775193,0.041020530962272574,0.041020530962272574,0.041020530962272574,0.041020530962272574,0.041020530962272574,0.041020530962272574,0.041020530962272574,0.041020530962272574
mp-300775195,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775229,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775234,-0.4855590332227258,-0.4855590332227258,-0.4855590332227258,-0.4855590332227258,-0.4855590332227258,-0.4855590332227258,-0.4855590332227258,-0.4855590332227258
mp-300775236,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775236,0.015694975623966382,0.015694975623966382,0.015694975623966382,0.015694975623966382,0.015694975623966382,0.015694975623966382,0.015694975623966382,0.015694975623966382
mp-300775236,-1.1083225388533022,-1.1083225388533022,-1.1083225388533022,-1.1083225388533022,-1.1083225388533022,-1.1083225388533022,-1.1083225388533022,-1.1083225388533022
mp-300775260,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775260,0.0842616369532665,0.0842616369532665,0.0842616369532665,0.0842616369532665,0.0842616369532665,0.0842616369532665,0.0842616369532665,0.0842616369532665
mp-300775271,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775291,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775304,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775323,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775342,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775390,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775407,1.2778160356732635,1.2778160356732635,1.2778160356732635,1.2778160356732635,1.2778160356732635,1.2778160356732635,1.2778160356732635,1.2778160356732635
mp-300775424,-0.025569698636495275,-0.025569698636495275,-0.025569698636495275,-0.025569698636495275,-0.025569698636495275,-0.025569698636495275,-0.025569698636495275,-0.025569698636495275
mp-300775429,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775433,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775433,0.12240051236864068,0.12240051236864068,0.12240051236864068,0.12240051236864068,0.12240051236864068,0.12240051236864068,0.12240051236864068,0.12240051236864068
mp-300775443,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775451,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775454,1.1765204225471513,1.1765204225471513,1.1765204225471513,1.1765204225471513,1.1765204225471513,1.1765204225471513,1.1765204225471513,1.1765204225471513
mp-300775471,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775506,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775511,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775531,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775533,0.02980706255024342,0.02980706255024342,0.02980706255024342,0.02980706255024342,0.02980706255024342,0.02980706255024342,0.02980706255024342,0.02980706255024342
mp-300775533,-0.009203527786933452,-0.009203527786933452,-0.009203527786933452,-0.009203527786933452,-0.009203527786933452,-0.009203527786933452,-0.009203527786933452,-0.009203527786933452
mp-300775538,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775553,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775563,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775610,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775622,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775622,-0.12192736942872172,-0.12192736942872172,-0.12192736942872172,-0.12192736942872172,-0.12192736942872172,-0.12192736942872172,-0.12192736942872172,-0.12192736942872172
mp-300775622,0.003237370897605896,0.003237370897605896,0.003237370897605896,0.003237370897605896,0.003237370897605896,0.003237370897605896,0.003237370897605896,0.003237370897605896
mp-300775640,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775647,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775648,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775651,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775672,-0.10685020355603214,-0.10685020355603214,-0.10685020355603214,-0.10685020355603214,-0.10685020355603214,-0.10685020355603214,-0.10685020355603214,-0.10685020355603214
mp-300775677,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775679,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775697,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775700,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775737,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775791,-0.0745846549424547,-0.0745846549424547,-0.0745846549424547,-0.0745846549424547,-0.0745846549424547,-0.0745846549424547,-0.0745846549424547,-0.0745846549424547
mp-300775796,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775825,-0.20893555681017584,-0.20893555681017584,-0.20893555681017584,-0.20893555681017584,-0.20893555681017584,-0.20893555681017584,-0.20893555681017584,-0.20893555681017584
mp-300775867,inf,inf,inf,inf,inf,inf,inf,inf
mp-300775900,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300775936,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776021,-0.01837766782826656,-0.01837766782826656,-0.01837766782826656,-0.01837766782826656,-0.01837766782826656,-0.01837766782826656,-0.01837766782826656,-0.01837766782826656
mp-300776051,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776054,0.2630720041031713,0.2630720041031713,0.2630720041031713,0.2630720041031713,0.2630720041031713,0.2630720041031713,0.2630720041031713,0.2630720041031713
mp-300776064,0.0009255836321504508,0.0009255836321504508,0.0009255836321504508,0.0009255836321504508,0.0009255836321504508,0.0009255836321504508,0.0009255836321504508,0.0009255836321504508
mp-300776113,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776138,0.14720729000000032,0.14720729000000032,0.14720729000000032,0.14720729000000032,0.14720729000000032,0.14720729000000032,0.14720729000000032,0.14720729000000032
mp-300776140,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776170,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776203,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776265,0.006245989785735279,0.006245989785735279,0.006245989785735279,0.006245989785735279,0.006245989785735279,0.006245989785735279,0.006245989785735279,0.006245989785735279
mp-300776265,-0.012030704404089043,-0.012030704404089043,-0.012030704404089043,-0.012030704404089043,-0.012030704404089043,-0.012030704404089043,-0.012030704404089043,-0.012030704404089043
mp-300776322,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776357,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776365,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776371,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776371,-0.0016995717768528704,-0.0016995717768528704,-0.0016995717768528704,-0.0016995717768528704,-0.0016995717768528704,-0.0016995717768528704,-0.0016995717768528704,-0.0016995717768528704
mp-300776424,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776432,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776487,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776500,0.2350469177364587,0.2350469177364587,0.2350469177364587,0.2350469177364587,0.2350469177364587,0.2350469177364587,0.2350469177364587,0.2350469177364587
mp-300776500,-0.6224240518537649,-0.6224240518537649,-0.6224240518537649,-0.6224240518537649,-0.6224240518537649,-0.6224240518537649,-0.6224240518537649,-0.6224240518537649
mp-300776566,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776589,0.07456004294111047,0.07456004294111047,0.07456004294111047,0.07456004294111047,0.07456004294111047,0.07456004294111047,0.07456004294111047,0.07456004294111047
mp-300776625,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776625,-0.06776638032585769,-0.06776638032585769,-0.06776638032585769,-0.06776638032585769,-0.06776638032585769,-0.06776638032585769,-0.06776638032585769,-0.06776638032585769
mp-300776627,-0.026613111358281042,-0.026613111358281042,-0.026613111358281042,-0.026613111358281042,-0.026613111358281042,-0.026613111358281042,-0.026613111358281042,-0.026613111358281042
mp-300776654,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776654,-0.004201557083924297,-0.004201557083924297,-0.004201557083924297,-0.004201557083924297,-0.004201557083924297,-0.004201557083924297,-0.004201557083924297,-0.004201557083924297
mp-300776654,-7.412587628667922e-05,-7.412587628667922e-05,-7.412587628667922e-05,-7.412587628667922e-05,-7.412587628667922e-05,-7.412587628667922e-05,-7.412587628667922e-05,-7.412587628667922e-05
mp-300776654,0.0047238073099098435,0.0047238073099098435,0.0047238073099098435,0.0047238073099098435,0.0047238073099098435,0.0047238073099098435,0.0047238073099098435,0.0047238073099098435
mp-300776665,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776665,0.04457460971031235,0.04457460971031235,0.04457460971031235,0.04457460971031235,0.04457460971031235,0.04457460971031235,0.04457460971031235,0.04457460971031235
mp-300776668,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776672,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776684,1.2651036475,1.2651036475,1.2651036475,1.2651036475,1.2651036475,1.2651036475,1.2651036475,1.2651036475
mp-300776706,-0.005987292971069369,-0.005987292971069369,-0.005987292971069369,-0.005987292971069369,-0.005987292971069369,-0.005987292971069369,-0.005987292971069369,-0.005987292971069369
mp-300776741,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776744,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776756,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776761,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776804,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776805,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776829,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776839,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776857,inf,inf,inf,inf,inf,inf,inf,inf
mp-300776880,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776893,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300776910,0.05143070111404402,0.05143070111404402,0.05143070111404402,0.05143070111404402,0.05143070111404402,0.05143070111404402,0.05143070111404402,0.05143070111404402
mp-300776970,0.21020299333333328,0.21020299333333328,0.21020299333333328,0.21020299333333328,0.21020299333333328,0.21020299333333328,0.21020299333333328,0.21020299333333328
mp-300777005,0.08878436550105162,0.08878436550105162,0.08878436550105162,0.08878436550105162,0.08878436550105162,0.08878436550105162,0.08878436550105162,0.08878436550105162
mp-300777013,inf,inf,inf,inf,inf,inf,inf,inf
mp-300777017,inf,inf,inf,inf,inf,inf,inf,inf
mp-300777018,-0.2699031095562028,-0.2699031095562028,-0.2699031095562028,-0.2699031095562028,-0.2699031095562028,-0.2699031095562028,-0.2699031095562028,-0.2699031095562028
mp-300777022,inf,inf,inf,inf,inf,inf,inf,inf
mp-300777041,inf,inf,inf,inf,inf,inf,inf,inf
mp-300777057,inf,inf,inf,inf,inf,inf,inf,inf
